UNITID,ADMCON1_2017,ADMCON2_2017,ADMCON3_2017,ADMCON4_2017,ADMCON5_2017,ADMCON6_2017,ADMCON7_2017,ADMCON8_2017,ADMCON9_2017,XAPPLCN_2017,APPLCN_2017,XAPPLCNM_2017,APPLCNM_2017,XAPPLCNW_2017,APPLCNW_2017,XADMSSN_2017,ADMSSN_2017,XADMSSNM_2017,ADMSSNM_2017,XADMSSNW_2017,ADMSSNW_2017,XENRLT_2017,ENRLT_2017,XENRLM_2017,ENRLM_2017,XENRLW_2017,ENRLW_2017,XENRLFT_2017,ENRLFT_2017,XENRLFTM_2017,ENRLFTM_2017,XENRLFTW_2017,ENRLFTW_2017,XENRLPT_2017,ENRLPT_2017,XENRLPTM_2017,ENRLPTM_2017,XENRLPTW_2017,ENRLPTW_2017,XSATNUM_2017,SATNUM_2017,XSATPCT_2017,SATPCT_2017,XACTNUM_2017,ACTNUM_2017,XACTPCT_2017,ACTPCT_2017,XSATVR25_2017,SATVR25_2017,XSATVR75_2017,SATVR75_2017,XSATMT25_2017,SATMT25_2017,XSATMT75_2017,SATMT75_2017,XACTCM25_2017,ACTCM25_2017,XACTCM75_2017,ACTCM75_2017,XACTEN25_2017,ACTEN25_2017,XACTEN75_2017,ACTEN75_2017,XACTMT25_2017,ACTMT25_2017,XACTMT75_2017,ACTMT75 _2017,ADMCON1_2015,ADMCON2_2015,ADMCON3_2015,ADMCON4_2015,ADMCON5_2015,ADMCON6_2015,ADMCON7_2015,ADMCON8_2015,ADMCON9_2015,XAPPLCN_2015,APPLCN_2015,XAPPLCNM_2015,APPLCNM_2015,XAPPLCNW_2015,APPLCNW_2015,XADMSSN_2015,ADMSSN_2015,XADMSSNM_2015,ADMSSNM_2015,XADMSSNW_2015,ADMSSNW_2015,XENRLT_2015,ENRLT_2015,XENRLM_2015,ENRLM_2015,XENRLW_2015,ENRLW_2015,XENRLFT_2015,ENRLFT_2015,XENRLFTM_2015,ENRLFTM_2015,XENRLFTW_2015,ENRLFTW_2015,XENRLPT_2015,ENRLPT_2015,XENRLPTM_2015,ENRLPTM_2015,XENRLPTW_2015,ENRLPTW_2015,XSATNUM_2015,SATNUM_2015,XSATPCT_2015,SATPCT_2015,XACTNUM_2015,ACTNUM_2015,XACTPCT_2015,ACTPCT_2015,XSATVR25_2015,SATVR25_2015,XSATVR75_2015,SATVR75_2015,XSATMT25_2015,SATMT25_2015,XSATMT75_2015,SATMT75_2015,XSATWR25_2015,SATWR25_2015,XSATWR75_2015,SATWR75_2015,XACTCM25_2015,ACTCM25_2015,XACTCM75_2015,ACTCM75_2015,XACTEN25_2015,ACTEN25_2015,XACTEN75_2015,ACTEN75_2015,XACTMT25_2015,ACTMT25_2015,XACTMT75_2015,ACTMT75_2015,XACTWR25_2015,ACTWR25_2015,XACTWR75_2015,ACTWR75 _2015,ADMCON1_2016,ADMCON2_2016,ADMCON3_2016,ADMCON4_2016,ADMCON5_2016,ADMCON6_2016,ADMCON7_2016,ADMCON8_2016,ADMCON9_2016,XAPPLCN_2016,APPLCN_2016,XAPPLCNM_2016,APPLCNM_2016,XAPPLCNW_2016,APPLCNW_2016,XADMSSN_2016,ADMSSN_2016,XADMSSNM_2016,ADMSSNM_2016,XADMSSNW_2016,ADMSSNW_2016,XENRLT_2016,ENRLT_2016,XENRLM_2016,ENRLM_2016,XENRLW_2016,ENRLW_2016,XENRLFT_2016,ENRLFT_2016,XENRLFTM_2016,ENRLFTM_2016,XENRLFTW_2016,ENRLFTW_2016,XENRLPT_2016,ENRLPT_2016,XENRLPTM_2016,ENRLPTM_2016,XENRLPTW_2016,ENRLPTW_2016,XSATNUM_2016,SATNUM_2016,XSATPCT_2016,SATPCT_2016,XACTNUM_2016,ACTNUM_2016,XACTPCT_2016,ACTPCT_2016,XSATVR25_2016,SATVR25_2016,XSATVR75_2016,SATVR75_2016,XSATMT25_2016,SATMT25_2016,XSATMT75_2016,SATMT75_2016,XACTCM25_2016,ACTCM25_2016,XACTCM75_2016,ACTCM75_2016,XACTEN25_2016,ACTEN25_2016,XACTEN75_2016,ACTEN75_2016,XACTMT25_2016,ACTMT25_2016,XACTMT75_2016,ACTMT75 _2016
155681,1,5,1,2,3,3,1,1,3,R,2486,R,1174,R,1312,R,2168,R,1018,R,1150,R,995,R,503,R,492,R,986,R,501,R,485,R,9,R,2,R,7,R,0,R,0,R,937,R,94,A,,A,,A,,A,,R,19,R,25,R,18,R,25,R,18,R,25,1,1,1,2,3,3,2,1,3,R,2697,R,1300,R,1397,R,2194,R,1019,R,1175,R,1059,R,528,R,531,R,1045,R,520,R,525,R,14,R,8,R,6,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,1,1,2,3,3,1,1,3,R,2503,R,1198,R,1305,R,2186,R,1022,R,1164,R,1012,R,507,R,505,R,1007,R,506,R,501,R,5,R,1,R,4,R,0,Z,0,R,956,R,65,A,,A,,A,,A,,R,19,R,24,R,18,R,24,R,18,R,24
155812,1,2,1,2,2,3,1,2,3,R,1001,R,680,R,321,R,492,R,345,R,147,R,145,R,95,R,50,R,144,R,95,R,49,R,1,R,0,R,1,R,39,R,27,R,116,R,80,R,470,R,575,R,490,R,580,R,19,R,24,R,19,R,24,R,18,R,24,1,2,1,2,2,3,1,2,3,R,940,R,630,R,303,R,461,R,310,R,148,R,135,R,80,R,55,R,135,R,80,R,55,R,0,R,0,R,0,R,34,R,25,R,126,R,93,R,410,R,490,R,450,R,520,A,,A,,R,19,R,23,R,18,R,24,R,18,R,23,A,,A,,1,2,1,2,2,3,1,2,3,R,888,R,573,R,315,R,439,R,282,R,157,R,122,R,73,R,49,R,122,R,73,R,49,R,0,R,0,R,0,R,23,R,19,R,109,R,89,R,430,R,540,R,440,R,550,R,19,R,24,R,19,R,24,R,18,R,25
155900,1,1,1,3,3,3,1,1,3,R,512,R,328,R,184,R,496,R,312,R,184,R,189,R,121,R,68,R,188,R,121,R,67,R,1,R,0,R,1,R,47,R,25,R,155,R,82,R,420,R,520,R,420,R,510,R,18,R,23,R,16,R,22,R,17,R,23,1,2,1,2,2,3,1,2,3,R,362,R,228,R,134,R,330,R,204,R,126,R,90,R,51,R,39,R,90,R,51,R,39,R,0,R,0,R,0,R,24,R,27,R,67,R,74,R,440,R,480,R,450,R,570,A,,A,,R,19,R,24,R,19,R,24,R,18,R,24,A,,A,,1,2,1,2,2,3,1,2,3,R,395,R,275,R,120,R,364,R,249,R,115,R,181,R,117,R,64,R,181,R,117,R,64,R,0,R,0,R,0,R,41,R,23,R,148,R,82,R,400,R,500,R,420,R,520,R,18,R,23,R,16,R,22,R,17,R,23
155937,1,2,1,2,3,3,5,1,3,R,1759,R,1362,R,397,R,923,R,702,R,221,R,218,R,155,R,63,R,218,R,155,R,63,A,,A,,A,,R,54,R,25,R,151,R,69,R,450,R,530,R,450,R,540,R,18,R,22,R,15,R,22,R,16,R,23,1,2,1,2,3,3,1,1,3,R,1118,R,702,R,416,R,463,R,266,R,197,R,141,R,75,R,65,R,141,R,75,R,65,A,,A,,A,,R,34,R,24,R,107,R,76,R,400,R,520,R,420,R,510,A,,A,,R,19,R,24,R,17,R,25,R,17,R,25,A,,A,,1,2,1,2,3,3,1,1,3,R,1033,R,723,R,310,R,386,R,255,R,131,R,128,R,74,R,54,R,128,R,74,R,54,R,0,R,0,R,0,R,25,R,19,R,99,R,77,R,440,R,490,R,440,R,540,R,18,R,23,R,16,R,24,R,17,R,22
155973,1,3,1,3,3,2,1,1,3,R,786,R,534,R,252,R,418,R,250,R,168,R,149,R,82,R,67,R,149,R,82,R,67,A,,A,,A,,R,33,R,22,R,116,R,78,R,460,R,530,R,470,R,520,R,18,R,24,R,17,R,24,R,17,R,25,1,3,1,3,3,2,1,1,3,R,592,R,390,R,202,R,328,R,193,R,135,R,150,R,88,R,62,R,150,R,88,R,62,A,,A,,A,,R,43,R,28,R,127,R,84,R,400,R,500,R,430,R,550,A,,A,,R,19,R,25,R,17,R,24,R,19,R,26,A,,A,,1,3,1,3,3,2,1,1,3,R,631,R,371,R,260,R,353,R,181,R,172,R,136,R,79,R,57,R,136,R,79,R,57,A,,A,,A,,R,41,R,30,R,113,R,83,R,410,R,490,R,420,R,520,R,18,R,24,R,17,R,25,R,17,R,25
156125,1,1,1,2,3,3,1,1,3,R,5469,R,2534,R,2935,R,5130,R,2350,R,2780,R,1598,R,765,R,833,R,1558,R,738,R,820,R,40,R,27,R,13,R,88,R,6,R,1420,R,88,R,500,R,625,R,500,R,650,R,20,R,27,R,19,R,26,R,19,R,26,1,1,2,2,3,3,1,1,3,R,5430,R,2643,R,2787,R,5144,R,2487,R,2657,R,1429,R,687,R,742,R,1375,R,655,R,720,R,54,R,32,R,22,R,79,R,7,R,1224,R,87,R,460,R,600,R,480,R,600,A,,A,,R,21,R,26,R,20,R,26,R,20,R,26,A,,A,,1,1,2,2,3,3,1,1,3,R,6305,R,3124,R,3181,R,5437,R,2522,R,2915,R,1654,R,756,R,897,R,1588,R,728,R,860,R,66,R,28,R,37,R,125,R,8,R,1362,R,82,R,445,R,615,R,470,R,605,R,21,R,27,R,19,R,26,R,20,R,26
156189,1,2,1,2,2,3,1,1,3,R,5599,R,2244,R,3355,R,1437,R,532,R,905,R,220,R,100,R,120,R,220,R,100,R,120,A,,A,,A,,R,8,R,4,R,212,R,96,R,490,R,540,R,450,R,490,R,18,R,23,R,17,R,23,R,17,R,23,1,2,1,2,2,3,1,1,4,R,4811,R,2061,R,2750,R,1689,R,627,R,1062,R,182,R,78,R,104,R,182,R,78,R,104,A,,A,,A,,R,11,R,6,R,171,R,94,R,430,R,520,R,460,R,480,R,410,R,550,R,19,R,24,R,17,R,30,R,17,R,23,R,7,R,8,1,2,1,2,2,3,1,1,3,R,6337,R,2614,R,3723,R,1406,R,533,R,873,R,168,R,78,R,90,R,168,R,78,R,90,A,,A,,A,,R,7,R,4,R,161,R,96,R,440,R,590,R,470,R,540,R,18,R,25,R,17,R,25,R,16,R,23
156213,1,5,1,2,5,5,1,1,3,R,1105,R,412,R,693,R,777,R,281,R,496,R,319,R,132,R,187,R,319,R,132,R,187,A,,A,,A,,R,89,R,28,R,253,R,79,R,510,R,660,R,470,R,620,R,21,R,28,R,21,R,30,R,19,R,26,1,1,1,2,1,2,1,1,3,R,1620,R,659,R,961,R,921,R,351,R,570,R,309,R,134,R,175,R,309,R,134,R,175,R,0,R,0,R,0,R,103,R,33,R,251,R,81,R,485,R,620,R,470,R,605,A,,A,,R,21,R,27,R,21,R,29,R,19,R,26,A,,A,,1,5,1,2,5,5,1,1,3,R,1286,R,471,R,815,R,895,R,318,R,577,R,306,R,127,R,179,R,306,R,127,R,179,R,0,R,0,R,0,R,85,R,28,R,255,R,83,R,510,R,630,R,490,R,610,R,21,R,28,R,21,R,30,R,18,R,26
156286,1,2,1,1,1,3,1,1,3,R,5692,R,1770,R,3922,R,5080,R,1616,R,3464,R,681,R,247,R,434,R,680,R,247,R,433,R,1,R,0,R,1,R,115,R,16,R,638,R,93,R,530,R,610,R,520,R,600,R,22,R,27,R,21,R,27,R,23,R,29,1,2,1,1,1,3,1,1,3,R,5885,R,1964,R,3921,R,4940,R,1645,R,3295,R,709,R,222,R,487,R,707,R,220,R,487,R,2,R,2,R,0,R,143,R,20,R,654,R,92,R,495,R,590,R,500,R,610,A,,A,,R,22,R,27,R,21,R,26,R,22,R,28,A,,A,,1,2,1,1,1,3,1,1,3,R,6212,R,1980,R,4232,R,5122,R,1653,R,3469,R,636,R,239,R,397,R,634,R,238,R,396,R,2,R,1,R,1,R,94,R,15,R,604,R,95,R,490,R,590,R,490,R,570,R,22,R,27,R,22,R,29,R,20,R,26
156295,1,1,1,2,2,3,1,1,3,R,1710,R,666,R,1044,R,600,R,252,R,348,R,432,R,195,R,237,R,432,R,195,R,237,A,,A,,A,,R,44,R,10,R,380,R,88,R,480,R,590,R,490,R,610,R,22,R,27,R,21,R,27,R,20,R,25,1,1,1,2,2,3,1,1,3,R,1635,R,694,R,941,R,597,R,268,R,329,R,432,R,195,R,237,R,432,R,195,R,237,A,,A,,A,,R,59,R,14,R,360,R,83,R,550,R,635,R,515,R,620,R,500,R,605,R,22,R,26,R,21,R,27,R,20,R,25,A,,A,,1,1,1,2,2,3,1,1,3,R,1744,R,690,R,1051,R,572,R,240,R,332,R,418,R,181,R,237,R,418,R,181,R,237,A,,A,,A,,R,41,R,10,R,365,R,87,R,490,R,600,R,510,R,620,R,22,R,27,R,21,R,28,R,21,R,25
156356,1,3,1,5,3,3,5,1,3,R,4158,R,1432,R,2568,R,1763,R,513,R,1198,R,134,R,45,R,89,R,128,R,42,R,86,R,6,R,3,R,3,R,0,R,0,R,111,R,87,A,,A,,A,,A,,R,19,R,23,R,17,R,23,R,16,R,23,1,3,1,1,3,3,1,1,3,R,4153,R,1318,R,2835,R,1991,R,587,R,1404,R,155,R,60,R,95,R,151,R,60,R,91,R,4,R,0,R,4,R,12,R,7,R,131,R,86,R,420,R,502,R,457,R,480,A,,A,,R,19,R,24,R,18,R,24,R,19,R,26,A,,A,,1,3,1,5,3,3,5,1,3,R,4565,R,1471,R,2967,R,2135,R,622,R,1472,R,128,R,58,R,70,R,127,R,58,R,69,R,1,R,0,R,1,R,9,R,8,R,101,R,89,R,405,R,515,R,460,R,520,R,20,R,26,R,20,R,25,R,17,R,24
156365,1,2,1,2,2,2,1,1,3,R,2770,R,1139,R,1631,R,1900,R,765,R,1135,R,541,R,260,R,281,R,514,R,248,R,266,R,27,R,12,R,15,R,39,R,7,R,425,R,80,R,460,R,553,R,470,R,540,R,18,R,24,R,17,R,25,R,17,R,24,1,2,1,2,2,2,1,1,4,R,2579,R,1153,R,1426,R,1949,R,856,R,1093,R,514,R,262,R,252,R,508,R,260,R,248,R,6,R,2,R,4,R,43,R,8,R,443,R,86,R,395,R,515,R,420,R,550,R,370,R,470,R,18,R,24,R,17,R,24,R,15,R,24,A,,A,,1,2,1,2,2,2,1,1,3,R,2966,R,1314,R,1652,R,2070,R,889,R,1181,R,599,R,282,R,317,R,579,R,273,R,306,R,20,R,9,R,11,R,34,R,6,R,490,R,82,R,410,R,520,R,473,R,568,R,19,R,24,R,18,R,24,R,17,R,24
156408,2,2,1,1,1,3,1,1,3,R,2454,R,1160,R,1294,R,1873,R,864,R,1009,R,401,R,203,R,198,R,401,R,203,R,198,A,,A,,A,,R,81,R,20,R,325,R,81,R,590,R,680,R,580,R,730,R,26,R,31,R,26,R,34,R,25,R,31,2,2,1,1,1,3,1,1,3,R,2716,R,1323,R,1393,R,1933,R,896,R,1037,R,374,R,202,R,172,R,374,R,202,R,172,R,0,R,0,R,0,R,70,R,19,R,305,R,82,R,540,R,660,R,570,R,740,A,,A,,R,26,R,31,R,27,R,33,R,25,R,30,A,,A,,2,2,1,1,1,3,1,1,3,R,2595,R,1254,R,1341,R,1927,R,888,R,1039,R,400,R,193,R,207,R,400,R,193,R,207,A,,A,,A,,R,108,R,27,R,308,R,77,R,520,R,650,R,560,R,690,R,26,R,31,R,27,R,34,R,25,R,29
156541,1,5,1,2,5,3,1,1,3,R,2301,R,1197,R,1104,R,1711,R,890,R,821,R,433,R,218,R,215,R,428,R,218,R,210,R,5,R,0,R,5,R,71,R,17,R,378,R,90,R,450,R,570,R,460,R,560,R,19,R,25,R,19,R,25,R,17,R,24,1,2,1,2,3,3,1,2,3,R,2431,R,1106,R,1325,R,1660,R,759,R,901,R,436,R,231,R,205,R,433,R,229,R,204,R,3,R,2,R,1,R,78,R,18,R,387,R,89,R,430,R,540,R,450,R,550,A,,A,,R,19,R,25,R,19,R,26,R,18,R,25,A,,A,,1,5,1,2,5,3,1,1,3,R,2269,R,1050,R,1219,R,1608,R,717,R,891,R,419,R,213,R,206,R,409,R,209,R,200,R,10,R,4,R,6,R,46,R,11,R,373,R,93,R,440,R,520,R,430,R,570,R,19,R,25,R,19,R,26,R,18,R,25
156620,1,2,1,1,3,3,1,1,3,R,9187,R,3752,R,5435,R,8027,R,3262,R,4765,R,2574,R,1113,R,1461,R,2521,R,1084,R,1437,R,53,R,29,R,24,R,67,R,3,R,2511,R,98,R,480,R,560,R,480,R,570,R,20,R,25,R,20,R,26,R,18,R,25,1,2,1,1,3,3,1,1,3,R,10215,R,4179,R,6036,R,7215,R,2832,R,4383,R,2794,R,1184,R,1610,R,2729,R,1151,R,1578,R,65,R,33,R,32,R,114,R,4,R,2726,R,98,R,430,R,550,R,430,R,550,R,420,R,545,R,19,R,25,R,18,R,25,R,17,R,24,R,6,R,8,1,2,1,1,3,3,1,1,3,R,8091,R,3153,R,4938,R,6985,R,2701,R,4284,R,2595,R,1109,R,1486,R,2526,R,1078,R,1448,R,69,R,31,R,38,R,98,R,4,R,2530,R,97,R,460,R,580,R,470,R,560,R,20,R,25,R,20,R,26,R,18,R,25
156745,1,2,1,2,3,3,1,1,3,R,2498,R,957,R,1541,R,1682,R,629,R,1053,R,306,R,143,R,163,R,305,R,143,R,162,R,1,R,0,R,1,R,0,R,0,R,306,R,100,A,,A,,A,,A,,R,20,R,26,R,20,R,26,R,19,R,26,1,2,1,2,3,3,1,1,3,R,2145,R,813,R,1332,R,1452,R,524,R,928,R,282,R,122,R,160,R,282,R,122,R,160,R,0,R,0,R,0,R,28,R,10,R,268,R,95,R,443,R,533,R,460,R,560,A,,A,,R,20,R,25,R,20,R,27,R,19,R,25,A,,A,,1,2,1,2,3,3,1,1,3,R,2122,R,749,R,1373,R,1403,R,473,R,930,R,298,R,124,R,174,R,298,R,124,R,174,A,,A,,A,,R,25,R,9,R,275,R,93,R,450,R,530,R,420,R,530,R,20,R,26,R,20,R,26,R,19,R,26
157030,1,2,1,2,1,3,1,1,3,R,72,R,37,R,35,R,36,R,20,R,16,R,15,R,9,R,6,R,14,R,8,R,6,R,1,R,1,R,0,R,0,R,0,R,12,R,75,A,,A,,A,,A,,R,17,R,24,R,15,R,24,R,16,R,20,1,2,1,2,1,3,1,1,4,R,51,R,28,R,23,R,32,R,19,R,13,R,24,R,16,R,8,R,22,R,15,R,7,R,2,R,1,R,1,R,1,R,4,R,17,R,80,A,,A,,A,,A,,A,,A,,R,18,R,24,R,16,R,24,R,17,R,24,A,,A,,1,2,1,2,1,3,1,1,3,R,59,R,34,R,25,R,34,R,22,R,12,R,24,R,14,R,10,R,23,R,14,R,9,R,1,R,0,R,1,R,0,R,0,R,20,R,83,A,,A,,A,,A,,R,19,R,24,R,18,R,26,R,17,R,22
157058,1,5,1,2,5,5,1,1,3,R,2078,R,721,R,1357,R,941,R,317,R,624,R,317,R,142,R,175,R,292,R,136,R,156,R,25,R,6,R,19,R,65,R,21,R,301,R,95,R,418,R,500,R,448,R,520,R,17,R,21,R,14,R,21,R,16,R,20,1,3,3,3,3,3,1,1,3,R,4768,R,1796,R,2870,R,1808,R,597,R,1190,R,210,R,100,R,110,R,203,R,96,R,107,R,7,R,4,R,3,R,11,R,5,R,200,R,92,R,380,R,480,R,450,R,570,R,380,R,480,R,17,R,22,R,16,R,22,R,16,R,21,A,,A,,1,3,3,3,3,3,1,1,3,R,3384,R,724,R,1279,R,1658,R,372,R,685,R,202,R,76,R,87,R,132,R,47,R,56,R,70,R,29,R,31,R,10,R,5,R,192,R,96,R,405,R,480,R,345,R,465,R,17,R,21,R,15,R,21,R,16,R,21
157076,1,5,1,3,3,3,1,1,3,R,1365,R,680,R,685,R,798,R,376,R,422,R,192,R,104,R,88,R,192,R,104,R,88,A,,A,,A,,R,22,R,11,R,179,R,93,R,480,R,560,R,460,R,540,R,19,R,26,R,20,R,26,R,18,R,25,1,2,1,2,3,3,1,1,3,R,1073,R,496,R,577,R,689,R,312,R,377,R,181,R,100,R,81,R,181,R,100,R,81,A,,A,,A,,R,15,R,8,R,166,R,92,R,465,R,550,R,480,R,560,A,,A,,R,20,R,25,R,18,R,25,R,18,R,25,A,,A,,1,5,1,3,3,3,1,1,3,R,1157,R,601,R,556,R,662,R,330,R,332,R,195,R,104,R,91,R,195,R,104,R,91,A,,A,,A,,R,31,R,16,R,183,R,94,R,430,R,580,R,440,R,560,R,18,R,24,R,17,R,25,R,16,R,24
157085,1,2,1,1,1,1,1,1,3,R,18925,R,7589,R,11336,R,18125,R,7162,R,10963,R,4855,R,2066,R,2789,R,4755,R,2014,R,2741,R,100,R,52,R,48,R,821,R,17,R,4468,R,92,R,550,R,660,R,530,R,670,R,22,R,28,R,22,R,30,R,21,R,28,1,2,1,1,1,1,1,1,3,R,18725,R,7787,R,10938,R,16685,R,6879,R,9806,R,5211,R,2217,R,2994,R,5167,R,2190,R,2977,R,44,R,27,R,17,R,908,R,17,R,4788,R,92,R,500,R,620,R,510,R,630,R,490,R,610,R,22,R,28,R,22,R,30,R,22,R,28,R,7,R,8,1,2,1,1,1,1,1,1,3,R,20480,R,8406,R,12074,R,18593,R,7492,R,11101,R,5117,R,2177,R,2940,R,5051,R,2136,R,2915,R,66,R,41,R,25,R,824,R,16,R,4751,R,93,R,500,R,620,R,500,R,630,R,22,R,29,R,22,R,30,R,22,R,28
157100,1,2,1,3,1,3,1,1,3,R,746,R,542,R,204,R,300,R,197,R,103,R,164,R,116,R,48,R,164,R,116,R,48,R,0,R,0,R,0,R,19,R,12,R,145,R,88,R,490,R,530,R,500,R,530,R,18,R,22,R,17,R,22,R,17,R,22,1,2,1,3,1,3,1,1,3,R,1185,R,862,R,323,R,430,R,271,R,159,R,138,R,82,R,56,R,137,R,81,R,56,R,1,R,1,R,0,R,30,R,22,R,108,R,78,R,400,R,500,R,420,R,540,R,370,R,510,R,19,R,23,R,17,R,23,R,17,R,23,A,,A,,1,2,1,3,1,3,1,1,3,R,835,R,569,R,266,R,324,R,201,R,123,R,148,R,88,R,60,R,147,R,88,R,59,R,1,R,0,R,1,R,28,R,19,R,130,R,88,R,390,R,500,R,420,R,540,R,18,R,23,R,17,R,24,R,17,R,24
157270,3,3,1,3,3,3,3,3,1,R,118,R,87,R,31,R,90,R,68,R,22,R,55,R,41,R,14,R,38,R,27,R,11,R,17,R,14,R,3,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,3,3,3,1,R,79,R,56,R,23,R,79,R,56,R,23,R,46,R,33,R,13,R,35,R,23,R,12,R,11,R,10,R,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,3,3,3,1,R,191,R,118,R,47,R,191,R,118,R,47,R,99,R,70,R,29,R,86,R,64,R,22,R,13,R,6,R,7,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
157289,1,2,1,1,3,2,1,1,3,R,10987,R,4911,R,6076,R,8273,R,3764,R,4509,R,2796,R,1312,R,1484,R,2640,R,1217,R,1423,R,156,R,95,R,61,R,366,R,14,R,2796,R,100,R,540,R,640,R,530,R,650,R,22,R,28,R,22,R,30,R,21,R,28,1,2,1,1,3,2,1,1,3,R,9685,R,4383,R,5302,R,6943,R,3203,R,3740,R,2797,R,1423,R,1374,R,2708,R,1374,R,1334,R,89,R,49,R,40,R,418,R,15,R,2792,R,99,R,490,R,620,R,510,R,620,R,470,R,590,R,22,R,29,R,23,R,30,R,22,R,28,R,7,R,8,1,2,1,1,3,2,1,1,3,R,10404,R,4496,R,5908,R,7550,R,3335,R,4215,R,2883,R,1372,R,1511,R,2746,R,1290,R,1456,R,137,R,82,R,55,Z,0,Z,0,R,2877,R,99,A,,A,,A,,A,,R,22,R,29,R,22,R,31,R,21,R,28
157377,1,5,1,3,2,3,1,1,3,R,746,R,239,R,507,R,423,R,140,R,283,R,151,R,61,R,90,R,137,R,59,R,78,R,14,R,2,R,12,R,16,R,11,R,142,R,94,R,490,R,630,R,470,R,590,R,18,R,23,R,18,R,24,R,17,R,23,1,2,1,3,2,3,2,1,3,R,397,R,19,R,378,R,181,R,5,R,176,R,73,R,0,R,73,R,66,A,,R,66,R,7,A,,R,7,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,5,1,3,2,3,1,1,3,R,499,R,65,R,434,R,301,R,45,R,256,R,129,R,37,R,92,R,127,R,36,R,91,R,2,R,1,R,1,R,2,R,1,R,129,R,100,R,370,R,490,R,340,R,380,R,18,R,23,R,18,R,22,R,17,R,20
157386,1,3,1,2,3,3,1,1,3,R,5392,R,2045,R,3347,R,4293,R,1596,R,2697,R,1346,R,542,R,804,R,1343,R,541,R,802,R,3,R,1,R,2,R,9,R,1,R,1310,R,97,R,410,R,485,R,445,R,550,R,20,R,26,R,20,R,26,R,18,R,24,1,3,1,2,3,3,1,1,3,R,4888,R,1951,R,2937,R,4174,R,1572,R,2602,R,1461,R,591,R,870,R,1452,R,588,R,864,R,9,R,3,R,6,R,49,R,3,R,1412,R,96,R,430,R,550,R,420,R,550,R,388,R,520,R,20,R,25,R,19,R,26,R,17,R,24,A,,A,,1,3,1,2,3,3,1,1,3,R,4327,R,1685,R,2642,R,3702,R,1378,R,2324,R,1350,R,517,R,833,R,1336,R,511,R,825,R,14,R,6,R,8,R,47,R,3,R,1307,R,97,R,430,R,520,R,410,R,540,R,20,R,26,R,20,R,26,R,18,R,24
157401,1,2,1,1,3,3,1,1,3,R,6900,R,2543,R,4357,R,5980,R,2180,R,3800,R,1443,R,578,R,865,R,1439,R,575,R,864,R,4,R,3,R,1,R,109,R,8,R,1371,R,95,R,470,R,560,R,510,R,630,R,21,R,27,R,21,R,29,R,19,R,26,1,2,1,1,3,3,1,1,3,R,4874,R,1992,R,2882,R,4416,R,1749,R,2667,R,1468,R,592,R,876,R,1459,R,587,R,872,R,9,R,5,R,4,R,103,R,7,R,1361,R,93,R,480,R,590,R,470,R,570,A,,A,,R,20,R,26,R,20,R,27,R,19,R,26,A,,A,,1,2,1,1,3,3,1,1,3,R,6479,R,2491,R,3988,R,5530,R,2061,R,3469,R,1502,R,593,R,909,R,1497,R,590,R,907,R,5,R,3,R,2,R,110,R,7,R,1432,R,95,R,480,R,595,R,463,R,560,R,21,R,27,R,21,R,28,R,19,R,26
157447,1,2,1,1,2,3,1,2,1,R,5852,R,2267,R,3585,R,5289,R,2055,R,3234,R,2145,R,933,R,1212,R,2080,R,904,R,1176,R,65,R,29,R,36,R,176,R,8,R,2050,R,96,R,493,R,620,R,500,R,590,R,20,R,26,R,20,R,27,R,19,R,25,1,2,1,1,2,3,1,2,1,R,7397,R,2792,R,4605,R,6797,R,2563,R,4234,R,2266,R,1062,R,1204,R,2205,R,1035,R,1170,R,61,R,27,R,34,R,244,R,11,R,2087,R,92,R,460,R,595,R,460,R,580,R,440,R,560,R,20,R,26,R,20,R,27,R,19,R,26,A,,A,,1,2,1,1,2,3,1,2,1,R,6059,R,2325,R,3734,R,5519,R,2119,R,3400,R,2148,R,916,R,1232,R,2106,R,891,R,1215,R,42,R,25,R,17,R,181,R,8,R,2016,R,94,R,440,R,590,R,440,R,570,R,20,R,26,R,20,R,28,R,19,R,26
