UNITID,ADMCON1_2017,ADMCON2_2017,ADMCON3_2017,ADMCON4_2017,ADMCON5_2017,ADMCON6_2017,ADMCON7_2017,ADMCON8_2017,ADMCON9_2017,XAPPLCN_2017,APPLCN_2017,XAPPLCNM_2017,APPLCNM_2017,XAPPLCNW_2017,APPLCNW_2017,XADMSSN_2017,ADMSSN_2017,XADMSSNM_2017,ADMSSNM_2017,XADMSSNW_2017,ADMSSNW_2017,XENRLT_2017,ENRLT_2017,XENRLM_2017,ENRLM_2017,XENRLW_2017,ENRLW_2017,XENRLFT_2017,ENRLFT_2017,XENRLFTM_2017,ENRLFTM_2017,XENRLFTW_2017,ENRLFTW_2017,XENRLPT_2017,ENRLPT_2017,XENRLPTM_2017,ENRLPTM_2017,XENRLPTW_2017,ENRLPTW_2017,XSATNUM_2017,SATNUM_2017,XSATPCT_2017,SATPCT_2017,XACTNUM_2017,ACTNUM_2017,XACTPCT_2017,ACTPCT_2017,XSATVR25_2017,SATVR25_2017,XSATVR75_2017,SATVR75_2017,XSATMT25_2017,SATMT25_2017,XSATMT75_2017,SATMT75_2017,XACTCM25_2017,ACTCM25_2017,XACTCM75_2017,ACTCM75_2017,XACTEN25_2017,ACTEN25_2017,XACTEN75_2017,ACTEN75_2017,XACTMT25_2017,ACTMT25_2017,XACTMT75_2017,ACTMT75 _2017,ADMCON1_2015,ADMCON2_2015,ADMCON3_2015,ADMCON4_2015,ADMCON5_2015,ADMCON6_2015,ADMCON7_2015,ADMCON8_2015,ADMCON9_2015,XAPPLCN_2015,APPLCN_2015,XAPPLCNM_2015,APPLCNM_2015,XAPPLCNW_2015,APPLCNW_2015,XADMSSN_2015,ADMSSN_2015,XADMSSNM_2015,ADMSSNM_2015,XADMSSNW_2015,ADMSSNW_2015,XENRLT_2015,ENRLT_2015,XENRLM_2015,ENRLM_2015,XENRLW_2015,ENRLW_2015,XENRLFT_2015,ENRLFT_2015,XENRLFTM_2015,ENRLFTM_2015,XENRLFTW_2015,ENRLFTW_2015,XENRLPT_2015,ENRLPT_2015,XENRLPTM_2015,ENRLPTM_2015,XENRLPTW_2015,ENRLPTW_2015,XSATNUM_2015,SATNUM_2015,XSATPCT_2015,SATPCT_2015,XACTNUM_2015,ACTNUM_2015,XACTPCT_2015,ACTPCT_2015,XSATVR25_2015,SATVR25_2015,XSATVR75_2015,SATVR75_2015,XSATMT25_2015,SATMT25_2015,XSATMT75_2015,SATMT75_2015,XSATWR25_2015,SATWR25_2015,XSATWR75_2015,SATWR75_2015,XACTCM25_2015,ACTCM25_2015,XACTCM75_2015,ACTCM75_2015,XACTEN25_2015,ACTEN25_2015,XACTEN75_2015,ACTEN75_2015,XACTMT25_2015,ACTMT25_2015,XACTMT75_2015,ACTMT75_2015,XACTWR25_2015,ACTWR25_2015,XACTWR75_2015,ACTWR75 _2015,ADMCON1_2016,ADMCON2_2016,ADMCON3_2016,ADMCON4_2016,ADMCON5_2016,ADMCON6_2016,ADMCON7_2016,ADMCON8_2016,ADMCON9_2016,XAPPLCN_2016,APPLCN_2016,XAPPLCNM_2016,APPLCNM_2016,XAPPLCNW_2016,APPLCNW_2016,XADMSSN_2016,ADMSSN_2016,XADMSSNM_2016,ADMSSNM_2016,XADMSSNW_2016,ADMSSNW_2016,XENRLT_2016,ENRLT_2016,XENRLM_2016,ENRLM_2016,XENRLW_2016,ENRLW_2016,XENRLFT_2016,ENRLFT_2016,XENRLFTM_2016,ENRLFTM_2016,XENRLFTW_2016,ENRLFTW_2016,XENRLPT_2016,ENRLPT_2016,XENRLPTM_2016,ENRLPTM_2016,XENRLPTW_2016,ENRLPTW_2016,XSATNUM_2016,SATNUM_2016,XSATPCT_2016,SATPCT_2016,XACTNUM_2016,ACTNUM_2016,XACTPCT_2016,ACTPCT_2016,XSATVR25_2016,SATVR25_2016,XSATVR75_2016,SATVR75_2016,XSATMT25_2016,SATMT25_2016,XSATMT75_2016,SATMT75_2016,XACTCM25_2016,ACTCM25_2016,XACTCM75_2016,ACTCM75_2016,XACTEN25_2016,ACTEN25_2016,XACTEN75_2016,ACTEN75_2016,XACTMT25_2016,ACTMT25_2016,XACTMT75_2016,ACTMT75 _2016
204264,1,2,1,1,5,3,1,1,3,R,1851,R,996,R,855,R,1377,R,708,R,669,R,384,R,191,R,193,R,383,R,191,R,192,R,1,R,0,R,1,R,42,R,11,R,354,R,92,R,465,R,575,R,450,R,530,R,19,R,24,R,17,R,23,R,18,R,24,1,2,1,1,1,3,1,1,3,R,1977,R,1139,R,838,R,1461,R,787,R,674,R,360,R,195,R,165,R,360,R,195,R,165,R,0,R,0,R,0,R,39,R,11,R,335,R,93,R,400,R,550,R,400,R,520,R,380,R,480,R,18,R,24,R,17,R,24,R,17,R,24,R,6,R,8,1,2,1,1,1,3,1,1,3,R,1819,R,936,R,883,R,1408,R,677,R,731,R,319,R,164,R,155,R,319,R,164,R,155,A,,A,,A,,R,22,R,7,R,294,R,92,R,410,R,560,R,470,R,560,R,19,R,24,R,18,R,24,R,18,R,25
204459,3,3,1,3,3,3,3,3,1,R,114,R,36,R,78,R,98,R,29,R,69,R,58,R,16,R,42,R,58,R,16,R,42,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,3,3,3,3,3,1,R,93,R,19,R,74,R,76,R,15,R,61,R,45,R,12,R,33,R,45,R,12,R,33,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
204468,1,2,1,2,2,3,1,1,3,R,2035,R,933,R,1102,R,1821,R,832,R,989,R,304,R,173,R,131,R,303,R,172,R,131,R,1,R,1,R,0,R,93,R,31,R,275,R,91,R,440,R,530,R,470,R,575,R,17,R,21,R,15,R,20,R,16,R,22,1,2,1,2,2,3,1,1,3,R,2256,R,1043,R,1213,R,2059,R,946,R,1113,R,345,R,210,R,135,R,343,R,210,R,133,R,2,R,0,R,2,R,70,R,20,R,276,R,81,R,390,R,455,R,380,R,483,A,,A,,R,17,R,21,R,15,R,21,R,16,R,21,A,,A,,1,2,1,2,2,3,1,1,3,R,2164,R,918,R,1246,R,1953,R,803,R,1150,R,274,R,145,R,129,R,274,R,145,R,129,R,0,R,0,R,0,R,56,R,20,R,236,R,86,R,410,R,495,R,410,R,500,R,18,R,22,R,16,R,21,R,17,R,22
204501,1,3,1,1,1,3,1,2,3,R,7762,R,3125,R,4637,R,2617,R,1029,R,1588,R,728,R,307,R,421,R,728,R,307,R,421,A,,A,,A,,R,391,R,54,R,407,R,56,R,650,R,720,R,630,R,730,R,28,R,33,R,29,R,34,R,26,R,32,1,3,1,1,1,3,1,2,3,R,7815,R,3193,R,4622,R,2249,R,945,R,1304,R,778,R,332,R,446,R,778,R,332,R,446,A,,A,,A,,R,501,R,64,R,359,R,46,R,640,R,740,R,620,R,710,R,630,R,730,R,29,R,32,R,31,R,34,R,27,R,31,A,,A,,1,3,1,1,1,3,1,2,3,R,8518,R,3332,R,5186,R,2388,R,997,R,1391,R,762,R,324,R,438,R,762,R,324,R,438,A,,A,,A,,R,428,R,56,R,387,R,51,R,630,R,730,R,620,R,720,R,29,R,33,R,30,R,35,R,27,R,32
204617,1,2,1,2,3,3,5,1,3,R,1239,R,543,R,696,R,956,R,410,R,546,R,244,R,120,R,124,R,239,R,116,R,123,R,5,R,4,R,1,R,25,R,10,R,221,R,91,R,460,R,600,R,510,R,610,R,19,R,24,R,17,R,24,R,18,R,24,1,2,1,2,3,3,1,1,3,R,1410,R,684,R,725,R,1140,R,540,R,600,R,249,R,130,R,119,R,248,R,130,R,118,R,1,R,0,R,1,R,23,R,9,R,238,R,96,R,400,R,580,R,450,R,570,R,420,R,530,R,19,R,24,R,18,R,24,R,19,R,25,A,,A,,1,2,1,2,3,3,1,1,3,R,1969,R,905,R,1064,R,1027,R,470,R,557,R,226,R,106,R,120,R,226,R,106,R,120,R,0,R,0,R,0,R,26,R,12,R,210,R,93,R,420,R,520,R,450,R,520,R,19,R,24,R,18,R,23,R,18,R,24
204635,1,5,1,1,1,2,1,1,3,R,4159,R,2213,R,1946,R,2749,R,1453,R,1296,R,640,R,350,R,290,R,640,R,350,R,290,A,,A,,A,,R,17,R,3,R,584,R,91,R,550,R,630,R,580,R,680,R,22,R,28,R,21,R,27,R,23,R,28,1,1,1,1,1,2,1,1,4,R,3108,R,1763,R,1345,R,2146,R,1203,R,943,R,586,R,357,R,229,R,586,R,357,R,229,A,,A,,A,,R,116,R,20,R,538,R,92,R,480,R,600,R,530,R,640,R,508,R,590,R,23,R,28,R,21,R,28,R,23,R,28,A,,A,,1,5,1,1,1,2,1,1,3,R,3934,R,2043,R,1891,R,2522,R,1304,R,1218,R,598,R,329,R,269,R,598,R,329,R,269,A,,A,,A,,R,104,R,17,R,560,R,94,R,510,R,600,R,520,R,635,R,23,R,28,R,21,R,28,R,23,R,28
204796,1,1,1,1,5,3,1,1,3,R,47782,R,24282,R,23500,R,22964,R,10946,R,12018,R,7209,R,3504,R,3705,R,7202,R,3501,R,3701,R,7,R,3,R,4,R,2101,R,29,R,6223,R,86,R,610,R,700,R,650,R,750,R,27,R,31,R,27,R,33,R,27,R,32,2,1,1,1,3,3,1,1,3,R,40240,R,20467,R,19773,R,19872,R,9623,R,10249,R,7032,R,3462,R,3570,R,7023,R,3459,R,3564,R,9,R,3,R,6,R,2280,R,32,R,6099,R,87,R,560,R,670,R,610,R,720,R,560,R,660,R,27,R,31,R,26,R,33,R,27,R,31,R,8,R,9,1,1,1,1,5,3,1,1,3,R,44845,R,22290,R,22555,R,24265,R,11645,R,12620,R,7938,R,3844,R,4094,R,7931,R,3840,R,4091,R,7,R,4,R,3,R,2521,R,32,R,6635,R,84,R,540,R,670,R,620,R,740,R,27,R,31,R,26,R,33,R,27,R,32
204857,1,2,1,1,2,3,1,1,3,R,26263,R,11908,R,14355,R,19416,R,8468,R,10948,R,4049,R,2174,R,1875,R,4036,R,2168,R,1868,R,13,R,6,R,7,R,682,R,17,R,3779,R,93,R,550,R,640,R,530,R,620,R,22,R,26,R,21,R,26,R,20,R,26,1,2,1,1,2,3,1,1,3,R,21000,R,9749,R,11251,R,15628,R,6939,R,8689,R,4423,R,2066,R,2357,R,4413,R,2059,R,2354,R,10,R,7,R,3,R,926,R,21,R,4047,R,91,R,490,R,600,R,500,R,610,R,470,R,590,R,22,R,26,R,21,R,26,R,20,R,26,R,7,R,8,1,2,1,1,2,3,1,1,3,R,20623,R,9239,R,11384,R,15437,R,6562,R,8875,R,4314,R,1918,R,2396,R,4292,R,1906,R,2386,R,22,R,12,R,10,R,775,R,18,R,4006,R,93,R,490,R,600,R,500,R,600,R,21,R,26,R,20,R,26,R,20,R,26
204893,5,3,1,2,3,3,2,3,1,R,13,R,3,R,10,R,11,R,2,R,9,R,8,R,1,R,7,R,8,R,1,R,7,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,2,3,3,1,3,1,R,2,Z,0,R,2,R,2,A,,R,2,R,2,A,,R,2,R,2,A,,R,2,A,,A,,A,,R,0,R,0,R,2,R,100,A,,A,,A,,A,,A,,A,,R,21,R,22,R,20,R,23,R,16,R,18,A,,A,,1,3,1,2,3,3,1,3,1,R,14,R,2,R,12,R,13,R,1,R,12,R,11,R,1,R,10,R,11,R,1,R,10,R,0,R,0,R,0,R,0,R,0,R,8,R,73,A,,A,,A,,A,,R,17,R,19,R,15,R,18,R,15,R,17
204909,1,2,1,1,1,2,2,1,3,R,4160,R,1976,R,2184,R,2970,R,1330,R,1640,R,448,R,208,R,240,R,448,R,208,R,240,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,1,1,2,2,1,3,R,3949,R,2023,R,1926,R,2955,R,1457,R,1498,R,435,R,223,R,212,R,435,R,223,R,212,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,1,1,2,2,1,3,R,4123,R,2044,R,2079,R,2950,R,1416,R,1534,R,489,R,255,R,234,R,489,R,255,R,234,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
204936,2,2,1,2,1,2,1,1,3,R,3119,R,1135,R,1984,R,2383,R,842,R,1541,R,606,R,223,R,383,R,603,R,222,R,381,R,3,R,1,R,2,R,121,R,20,R,564,R,93,R,520,R,655,R,520,R,650,R,21,R,27,R,21,R,27,R,21,R,26,2,2,1,2,1,2,1,1,3,R,2917,R,1117,R,1800,R,2197,R,837,R,1360,R,569,R,213,R,356,R,562,R,210,R,352,R,7,R,3,R,4,R,122,R,21,R,523,R,92,R,480,R,620,R,490,R,610,R,470,R,590,R,22,R,27,R,21,R,28,R,21,R,27,R,7,R,8,2,2,1,2,1,2,1,1,3,R,3222,R,1199,R,2023,R,2348,R,860,R,1488,R,647,R,255,R,392,R,646,R,254,R,392,R,1,R,1,R,0,R,89,R,14,R,611,R,95,R,510,R,620,R,500,R,600,R,21,R,27,R,20,R,27,R,21,R,26
205027,1,2,1,3,1,3,2,1,3,R,14,R,12,R,0,R,13,R,11,A,,R,11,R,11,A,,R,11,R,11,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,3,1,3,2,1,4,R,17,R,17,R,0,R,14,R,14,A,,R,12,R,12,A,,R,12,R,12,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,3,1,3,2,1,3,R,11,R,11,R,0,R,10,R,10,A,,R,9,R,9,A,,R,9,R,9,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
205054,2,2,2,2,2,2,3,3,1,R,106,R,11,R,95,R,89,R,7,R,81,R,51,R,4,R,47,R,51,R,4,R,47,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,2,2,2,2,2,3,3,1,R,91,R,10,R,81,R,76,R,5,R,71,R,45,R,3,R,42,R,45,R,3,R,42,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,2,2,2,2,2,3,3,1,R,116,R,15,R,101,R,98,R,10,R,88,R,57,R,4,R,53,R,57,R,4,R,53,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
205124,3,3,2,3,1,1,3,3,3,R,18,R,18,R,0,R,17,R,17,A,,R,15,R,15,A,,R,15,R,15,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,2,3,1,1,3,3,3,R,9,R,9,Z,0,R,8,R,8,A,,R,7,R,7,A,,R,7,R,7,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,2,3,1,1,3,3,3,R,17,R,17,Z,0,R,16,R,16,A,,R,14,R,14,A,,R,14,R,14,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
205391,1,3,1,3,3,1,2,3,3,R,547,R,165,R,382,R,270,R,75,R,195,R,113,R,30,R,83,R,113,R,30,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,2,1,2,2,3,R,468,R,149,R,300,R,277,R,77,R,188,R,105,R,32,R,73,R,105,R,32,R,73,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,2,1,2,2,3,R,339,R,107,R,232,R,222,R,67,R,155,R,100,R,30,R,70,R,100,R,30,R,70,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
205443,2,2,2,2,3,3,1,1,3,R,3011,R,1199,R,1812,R,2075,R,835,R,1240,R,717,R,344,R,373,R,684,R,333,R,351,R,33,R,11,R,22,R,36,R,5,R,674,R,95,R,518,R,620,R,500,R,615,R,18,R,24,R,17,R,24,R,17,R,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,1,1,3,R,3614,R,1438,R,2176,R,2659,R,1064,R,1595,R,864,R,427,R,437,R,848,R,422,R,426,R,16,R,5,R,11,R,0,R,0,R,823,R,95,A,,A,,A,,A,,R,18,R,24,R,17,R,24,R,16,R,24
205957,1,3,1,1,3,3,1,1,1,R,1629,R,575,R,1054,R,1355,R,478,R,877,R,479,R,185,R,294,R,475,R,183,R,292,R,4,R,2,R,2,R,289,R,60,R,264,R,55,R,560,R,670,R,520,R,630,R,23,R,28,R,23,R,30,R,21,R,27,1,3,1,1,3,3,1,1,3,R,1738,R,635,R,1103,R,1371,R,502,R,869,R,456,R,194,R,262,R,456,R,194,R,262,R,0,R,0,R,0,R,212,R,46,R,254,R,56,R,540,R,650,R,520,R,620,A,,A,,R,23,R,28,R,23,R,31,R,20,R,27,A,,A,,1,3,1,1,3,3,1,1,3,R,1760,R,622,R,1138,R,1386,R,516,R,870,R,456,R,182,R,274,R,453,R,182,R,271,R,3,R,0,R,3,R,218,R,48,R,244,R,54,R,540,R,670,R,500,R,630,R,22,R,28,R,22,R,30,R,20,R,27
206048,1,2,1,2,2,3,2,2,3,R,3808,R,1933,R,1875,R,2621,R,1301,R,1320,R,455,R,251,R,204,R,448,R,249,R,199,R,7,R,2,R,5,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,2,3,2,2,4,R,2668,R,1290,R,1378,R,2485,R,1171,R,1314,R,487,R,268,R,219,R,475,R,263,R,212,R,12,R,5,R,7,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,2,3,2,2,3,R,2915,R,1434,R,1481,R,2204,R,1070,R,1134,R,455,R,260,R,195,R,443,R,255,R,188,R,12,R,5,R,7,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
206084,1,2,1,2,5,3,1,1,3,R,10946,R,5087,R,5859,R,10328,R,4836,R,5492,R,3228,R,1620,R,1608,R,3164,R,1585,R,1579,R,64,R,35,R,29,R,685,R,21,R,2693,R,83,R,510,R,620,R,510,R,620,R,20,R,26,R,18,R,25,R,19,R,26,1,2,1,2,3,3,1,1,3,R,10678,R,4827,R,5851,R,9952,R,4487,R,5465,R,3341,R,1704,R,1637,R,3262,R,1651,R,1611,R,79,R,53,R,26,R,289,R,9,R,3087,R,92,R,450,R,580,R,470,R,620,R,430,R,560,R,20,R,26,R,19,R,25,R,18,R,26,R,6,R,8,1,2,1,2,3,3,1,1,3,R,10842,R,5074,R,5768,R,10226,R,4764,R,5462,R,3392,R,1670,R,1722,R,3313,R,1630,R,1683,R,79,R,40,R,39,R,311,R,9,R,3132,R,93,R,450,R,590,R,470,R,620,R,20,R,26,R,18,R,25,R,18,R,26
206330,1,3,1,2,3,3,1,1,3,R,304,R,203,R,101,R,216,R,161,R,55,R,147,R,111,R,36,R,86,R,53,R,33,R,61,R,58,R,3,R,2,R,1,R,79,R,54,B,,B,,B,,B,,R,17,R,23,R,15,R,22,R,17,R,23,1,3,1,2,3,3,1,1,3,R,459,R,259,R,200,R,419,R,241,R,178,R,148,R,105,R,43,R,107,R,65,R,42,R,41,R,40,R,1,R,14,R,9,R,86,R,58,R,402,R,520,R,405,R,548,R,370,R,440,R,18,R,23,R,15,R,22,R,17,R,23,A,,A,,1,3,1,2,3,3,1,1,3,R,390,R,233,R,157,R,357,R,218,R,139,R,126,R,90,R,36,R,88,R,53,R,35,R,38,R,37,R,1,R,9,R,7,R,73,R,60,R,400,R,510,R,420,R,460,R,17,R,21,R,15,R,21,R,16,R,24
206349,1,5,1,5,5,3,1,1,3,R,525,R,16,R,509,R,490,R,9,R,481,R,79,R,3,R,76,R,78,R,3,R,75,R,1,R,0,R,1,R,12,R,15,R,69,R,87,R,510,R,588,R,477,R,590,R,18,R,24,R,18,R,25,R,17,R,23,1,3,1,2,2,3,1,1,3,R,723,R,31,R,692,R,636,R,21,R,615,R,115,R,4,R,111,R,114,R,4,R,110,R,1,R,0,R,1,R,31,R,28,R,105,R,91,R,425,R,590,R,440,R,535,R,415,R,565,R,19,R,24,R,19,R,24,R,17,R,23,R,7,R,8,1,3,1,2,2,3,1,1,3,R,645,R,17,R,628,R,578,R,15,R,563,R,106,R,3,R,103,R,106,R,3,R,103,R,0,R,0,R,0,R,27,R,25,R,95,R,90,R,470,R,540,R,420,R,570,R,19,R,24,R,17,R,24,R,17,R,23
206394,5,3,1,3,5,5,2,1,1,R,48,R,8,R,40,R,42,R,8,R,34,R,17,R,4,R,13,R,12,R,3,R,9,R,5,R,1,R,4,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,3,1,3,1,1,2,2,1,R,28,R,3,R,25,R,25,R,3,R,22,R,16,R,3,R,13,R,12,R,1,R,11,R,4,R,2,R,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,3,1,3,1,1,3,2,1,R,75,R,14,R,61,R,74,R,13,R,61,R,45,R,8,R,37,R,40,R,8,R,32,R,5,R,0,R,5,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
206437,1,3,1,2,3,3,1,5,3,R,1666,R,789,R,877,R,1320,R,596,R,724,R,462,R,215,R,247,R,462,R,215,R,247,R,0,R,0,R,0,R,71,R,16,R,389,R,84,R,540,R,630,R,480,R,580,R,20,R,26,R,19,R,25,R,18,R,26,1,3,1,2,2,3,3,1,3,R,1447,R,658,R,789,R,1162,R,476,R,686,R,439,R,175,R,264,R,439,R,175,R,264,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,5,1,2,2,3,5,2,3,R,1693,R,826,R,867,R,1315,R,592,R,723,R,440,R,188,R,252,R,439,R,187,R,252,R,1,R,1,Z,0,R,75,R,17,R,391,R,89,R,440,R,550,R,440,R,560,R,19,R,25,R,18,R,25,R,18,R,25
206491,1,3,1,2,3,3,5,1,3,R,2692,R,1030,R,1662,R,1300,R,488,R,812,R,136,R,71,R,65,R,136,R,71,R,65,R,0,R,0,R,0,R,45,R,33,R,58,R,43,R,390,R,490,R,390,R,490,R,14,R,18,R,13,R,20,R,15,R,17,1,3,1,2,3,3,1,1,3,R,1596,R,678,R,918,R,880,R,379,R,501,R,179,R,79,R,100,R,179,R,79,R,100,R,0,R,0,R,0,R,30,R,17,R,109,R,61,R,303,R,380,R,310,R,400,R,320,R,398,R,14,R,18,R,11,R,17,R,14,R,17,A,,A,,1,3,1,2,3,3,1,1,3,R,3562,R,1428,R,2134,R,1368,R,516,R,852,R,212,R,88,R,124,R,212,R,88,R,124,A,,A,,A,,R,28,R,13,R,135,R,64,R,360,R,490,R,350,R,470,R,15,R,19,R,13,R,19,R,15,R,17
206507,1,3,1,2,2,3,1,1,3,R,2404,R,955,R,1449,R,2023,R,760,R,1263,R,307,R,154,R,153,R,307,R,154,R,153,A,,A,,A,,R,6,R,2,R,301,R,98,R,490,R,640,R,480,R,620,R,19,R,24,R,17,R,23,R,18,R,25,1,3,1,2,2,3,1,1,3,R,2240,R,902,R,1338,R,2082,R,822,R,1260,R,278,R,139,R,138,R,278,R,139,R,138,R,0,R,0,R,0,R,30,R,11,R,269,R,97,R,410,R,500,R,430,R,530,A,,A,,R,19,R,22,R,18,R,23,R,18,R,24,A,,A,,1,3,1,2,2,3,1,1,3,R,2357,R,1034,R,1323,R,2041,R,852,R,1189,R,310,R,139,R,171,R,310,R,139,R,171,R,0,R,0,R,0,R,42,R,14,R,305,R,98,R,420,R,500,R,420,R,500,R,18,R,23,R,18,R,23,R,18,R,22
206525,1,2,1,2,2,2,3,1,3,R,7249,R,2987,R,4262,R,5232,R,2101,R,3131,R,539,R,254,R,285,R,539,R,254,R,285,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,2,4,3,1,3,R,6487,R,2729,R,3758,R,4986,R,2027,R,2959,R,493,R,235,R,258,R,493,R,235,R,258,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,2,2,3,1,3,R,6906,R,2801,R,4105,R,5409,R,2105,R,3304,R,553,R,265,R,288,R,553,R,265,R,288,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
206589,1,1,1,1,1,2,1,1,3,R,5615,R,2510,R,3105,R,3169,R,1345,R,1824,R,568,R,252,R,316,R,568,R,252,R,316,A,,A,,A,,R,255,R,45,R,359,R,63,R,570,R,680,R,580,R,700,R,24,R,30,R,23,R,32,R,23,R,28,1,1,1,1,1,2,1,1,3,R,5748,R,2763,R,2985,R,3178,R,1473,R,1705,R,566,R,274,R,292,R,566,R,274,R,292,A,,A,,A,,R,252,R,45,R,402,R,71,R,540,R,670,R,560,R,680,R,540,R,650,R,25,R,30,R,25,R,32,R,24,R,29,R,8,R,9,1,1,1,1,1,2,1,1,3,R,5667,R,2582,R,3085,R,3296,R,1447,R,1849,R,545,R,271,R,274,R,545,R,271,R,274,A,,A,,A,,R,248,R,46,R,370,R,68,R,520,R,670,R,550,R,680,R,24,R,30,R,23,R,32,R,23,R,29
206604,1,2,1,2,5,3,1,1,3,R,5826,R,2502,R,3324,R,5638,R,2403,R,3235,R,2281,R,1045,R,1236,R,2208,R,1011,R,1197,R,73,R,34,R,39,R,227,R,10,R,2117,R,93,R,490,R,640,R,490,R,630,R,19,R,25,R,17,R,25,R,18,R,26,1,2,1,1,3,3,1,1,3,R,5560,R,2475,R,3085,R,5336,R,2364,R,2972,R,2396,R,1106,R,1290,R,2325,R,1078,R,1247,R,71,R,28,R,43,R,378,R,16,R,2218,R,93,R,460,R,600,R,450,R,600,R,430,R,570,R,19,R,25,R,18,R,25,R,18,R,26,R,6,R,8,1,2,1,1,3,3,1,1,3,R,5892,R,2636,R,3256,R,5612,R,2493,R,3119,R,2288,R,1087,R,1201,R,2232,R,1067,R,1165,R,56,R,20,R,36,R,255,R,11,R,2162,R,94,R,460,R,600,R,470,R,610,R,18,R,25,R,17,R,25,R,18,R,26
206613,1,2,1,1,3,3,1,1,3,R,372,R,151,R,221,R,370,R,151,R,219,R,242,R,101,R,141,R,227,R,95,R,132,R,15,R,6,R,9,R,13,R,5,R,213,R,88,R,480,R,530,R,450,R,500,R,18,R,23,R,16,R,22,R,18,R,25,1,2,1,1,3,3,1,1,3,R,385,R,203,R,182,R,381,R,200,R,181,R,271,R,144,R,127,R,254,R,136,R,118,R,17,R,8,R,9,R,9,R,3,R,250,R,92,R,400,R,480,R,470,R,520,R,385,R,440,R,18,R,23,R,16,R,23,R,18,R,25,R,6,R,8,1,2,1,1,3,3,1,1,3,R,420,R,212,R,208,R,415,R,210,R,205,R,300,R,147,R,153,R,283,R,136,R,147,R,17,R,11,R,6,R,16,R,5,R,260,R,87,R,413,R,458,R,438,R,533,R,19,R,24,R,17,R,23,R,18,R,25
