,UNITID,XUGPO9_N_1617,UGPO9_N_1617,XUGPO9_T_1617,UGPO9_T_1617,XUGPO9_A_1617,UGPO9_A_1617,XGPO9_N_1617,GPO9_N_1617,XGPO9_T_1617,GPO9_T_1617,XGPO9_A_1617,GPO9_A_1617,XPO9_N_1617,PO9_N_1617,XPO9_T_1617,PO9_T_1617,XPO9_A_1617,PO9_A_1617,XUGDOD_N_1617,UGDOD_N_1617,XUGDOD_T_1617,UGDOD_T_1617,XUGDOD_A_1617,UGDOD_A_1617,XGDOD_N_1617,GDOD_N_1617,XGDOD_T_1617,GDOD_T_1617,XGDOD_A_1617,GDOD_A_1617,XDOD_N_1617,DOD_N_1617,XDOD_T_1617,DOD_T_1617,XDOD_A_1617,DOD_A   _1617,XUGPO9_N_1415,UGPO9_N_1415,XUGPO9_T_1415,UGPO9_T_1415,XUGPO9_A_1415,UGPO9_A_1415,XGPO9_N_1415,GPO9_N_1415,XGPO9_T_1415,GPO9_T_1415,XGPO9_A_1415,GPO9_A_1415,XPO9_N_1415,PO9_N_1415,XPO9_T_1415,PO9_T_1415,XPO9_A_1415,PO9_A_1415,XUGDOD_N_1415,UGDOD_N_1415,XUGDOD_T_1415,UGDOD_T_1415,XUGDOD_A_1415,UGDOD_A_1415,XGDOD_N_1415,GDOD_N_1415,XGDOD_T_1415,GDOD_T_1415,XGDOD_A_1415,GDOD_A_1415,XDOD_N_1415,DOD_N_1415,XDOD_T_1415,DOD_T_1415,XDOD_A_1415,DOD_A   _1415,XUGPO9_N_1516,UGPO9_N_1516,XUGPO9_T_1516,UGPO9_T_1516,XUGPO9_A_1516,UGPO9_A_1516,XGPO9_N_1516,GPO9_N_1516,XGPO9_T_1516,GPO9_T_1516,XGPO9_A_1516,GPO9_A_1516,XPO9_N_1516,PO9_N_1516,XPO9_T_1516,PO9_T_1516,XPO9_A_1516,PO9_A_1516,XUGDOD_N_1516,UGDOD_N_1516,XUGDOD_T_1516,UGDOD_T_1516,XUGDOD_A_1516,UGDOD_A_1516,XGDOD_N_1516,GDOD_N_1516,XGDOD_T_1516,GDOD_T_1516,XGDOD_A_1516,GDOD_A_1516,XDOD_N_1516,DOD_N_1516,XDOD_T_1516,DOD_T_1516,XDOD_A_1516,DOD_A   _1516
4282,383084,R,27.0,R,57619.0,R,2134.0,A,,A,,A,,R,27.0,R,57619.0,R,2134.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,17.0,R,61565.0,R,3621.0,A,,A,,A,,R,17.0,R,61565.0,R,3621.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,20.0,R,42681.0,R,2134.0,A,,A,,A,,R,20.0,R,42681.0,R,2134.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4283,383163,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4284,383172,N,0.0,N,0.0,A,,A,,A,,A,,N,0.0,N,0.0,A,,N,0.0,N,0.0,A,,A,,A,,A,,N,0.0,N,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4285,383190,R,130.0,R,272649.0,R,2097.0,A,,A,,A,,R,130.0,R,272649.0,R,2097.0,R,2.0,R,1712.0,R,856.0,A,,A,,A,,R,2.0,R,1712.0,R,856.0,R,111.0,R,210941.0,R,1900.0,A,,A,,A,,R,111.0,R,210941.0,R,1900.0,R,2.0,R,1596.0,R,798.0,A,,A,,A,,R,2.0,R,1596.0,R,798.0,R,113.0,R,269816.0,R,2388.0,A,,A,,A,,R,113.0,R,269816.0,R,2388.0,R,4.0,R,4886.0,R,1222.0,A,,A,,A,,R,4.0,R,4886.0,R,1222.0
4286,383279,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,3233.0,R,3233.0,A,,A,,A,,R,1.0,R,3233.0,R,3233.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4287,383297,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4288,383312,R,2.0,R,10700.0,R,5350.0,A,,A,,A,,R,2.0,R,10700.0,R,5350.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,40362.0,R,6727.0,A,,A,,A,,R,6.0,R,40362.0,R,6727.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,4.0,R,27491.0,R,6873.0,A,,A,,A,,R,4.0,R,27491.0,R,6873.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4289,383330,R,2.0,R,6463.0,R,3232.0,A,,A,,A,,R,2.0,R,6463.0,R,3232.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,8.0,R,55402.0,R,6925.0,A,,A,,A,,R,8.0,R,55402.0,R,6925.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,4.0,R,17733.0,R,4433.0,A,,A,,A,,R,4.0,R,17733.0,R,4433.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4290,383367,R,12.0,R,128014.0,R,10668.0,A,,A,,A,,R,12.0,R,128014.0,R,10668.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,4.0,R,36231.0,R,9058.0,A,,A,,A,,R,4.0,R,36231.0,R,9058.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,63432.0,R,10572.0,A,,A,,A,,R,6.0,R,63432.0,R,10572.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4291,383464,R,18.0,R,133495.0,R,7416.0,A,,A,,A,,R,18.0,R,133495.0,R,7416.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,12.0,R,83431.0,R,6953.0,A,,A,,A,,R,12.0,R,83431.0,R,6953.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,12.0,R,105900.0,R,8825.0,A,,A,,A,,R,12.0,R,105900.0,R,8825.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4292,383525,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4293,383765,R,1.0,R,5984.0,R,5984.0,A,,A,,A,,R,1.0,R,5984.0,R,5984.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,4.0,R,44670.0,R,11168.0,A,,A,,A,,R,4.0,R,44670.0,R,11168.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,25225.0,R,4204.0,A,,A,,A,,R,6.0,R,25225.0,R,4204.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4294,383792,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4295,383950,R,20.0,R,219016.0,R,10951.0,A,,A,,A,,R,20.0,R,219016.0,R,10951.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,28.0,R,456539.0,R,16305.0,A,,A,,A,,R,28.0,R,456539.0,R,16305.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,24.0,R,247097.0,R,10296.0,A,,A,,A,,R,24.0,R,247097.0,R,10296.0,R,1.0,R,3974.0,R,3974.0,A,,A,,A,,R,1.0,R,3974.0,R,3974.0
4296,383996,R,13.0,R,14636.0,R,1126.0,A,,A,,A,,R,13.0,R,14636.0,R,1126.0,R,2.0,R,3054.0,R,1527.0,A,,A,,A,,R,2.0,R,3054.0,R,1527.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,15.0,R,7635.0,R,509.0,A,,A,,A,,R,15.0,R,7635.0,R,509.0,R,2.0,R,7470.0,R,3735.0,A,,A,,A,,R,2.0,R,7470.0,R,3735.0
4297,384236,R,27.0,R,366395.0,R,13570.0,A,,A,,A,,R,27.0,R,366395.0,R,13570.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,16.0,R,315311.0,R,19707.0,A,,A,,A,,R,16.0,R,315311.0,R,19707.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,13.0,R,152713.0,R,11747.0,A,,A,,A,,R,13.0,R,152713.0,R,11747.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4298,384245,R,11.0,R,129809.0,R,11801.0,A,,A,,A,,R,11.0,R,129809.0,R,11801.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,16.0,R,413626.0,R,25852.0,A,,A,,A,,R,16.0,R,413626.0,R,25852.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,12.0,R,108613.0,R,9051.0,A,,A,,A,,R,12.0,R,108613.0,R,9051.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4299,384254,R,4.0,R,85712.0,R,21428.0,A,,A,,A,,R,4.0,R,85712.0,R,21428.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,3.0,R,13500.0,R,4500.0,A,,A,,A,,R,3.0,R,13500.0,R,4500.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,5.0,R,97176.0,R,19435.0,A,,A,,A,,R,5.0,R,97176.0,R,19435.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4300,384333,R,527.0,R,757733.0,R,1438.0,A,,A,,A,,R,527.0,R,757733.0,R,1438.0,R,31.0,R,21965.0,R,709.0,A,,A,,A,,R,31.0,R,21965.0,R,709.0,R,613.0,R,682999.0,R,1114.0,A,,A,,A,,R,613.0,R,682999.0,R,1114.0,R,67.0,R,39809.0,R,594.0,A,,A,,A,,R,67.0,R,39809.0,R,594.0,R,484.0,R,621787.0,R,1285.0,A,,A,,A,,R,484.0,R,621787.0,R,1285.0,R,38.0,R,34813.0,R,916.0,A,,A,,A,,R,38.0,R,34813.0,R,916.0
4301,384342,R,85.0,R,213932.0,R,2517.0,A,,A,,A,,R,85.0,R,213932.0,R,2517.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,74.0,R,175103.0,R,2366.0,A,,A,,A,,R,74.0,R,175103.0,R,2366.0,R,3.0,R,2900.0,R,967.0,A,,A,,A,,R,3.0,R,2900.0,R,967.0,R,84.0,R,201434.0,R,2398.0,A,,A,,A,,R,84.0,R,201434.0,R,2398.0,R,3.0,R,1888.0,R,629.0,A,,A,,A,,R,3.0,R,1888.0,R,629.0
4302,384412,R,8.0,R,50922.0,R,6365.0,R,0.0,R,0.0,A,,R,8.0,R,50922.0,R,6365.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,39.0,R,245262.0,R,6289.0,R,3.0,R,22102.0,R,7367.0,R,42.0,R,267364.0,R,6366.0,R,2.0,R,2250.0,R,1125.0,R,0.0,R,0.0,A,,R,2.0,R,2250.0,R,1125.0,R,30.0,R,194760.0,R,6492.0,R,10.0,R,43260.0,R,4326.0,R,40.0,R,238020.0,R,5951.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
4303,384421,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4304,385132,R,8.0,R,78084.0,R,9761.0,A,,A,,A,,R,8.0,R,78084.0,R,9761.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,2.0,R,31742.0,R,15871.0,A,,A,,A,,R,2.0,R,31742.0,R,15871.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,8.0,R,95189.0,R,11899.0,A,,A,,A,,R,8.0,R,95189.0,R,11899.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4305,385503,R,5.0,R,35210.0,R,7042.0,A,,A,,A,,R,5.0,R,35210.0,R,7042.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,55827.0,R,9305.0,A,,A,,A,,R,6.0,R,55827.0,R,9305.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,5.0,R,19311.0,R,3862.0,A,,A,,A,,R,5.0,R,19311.0,R,3862.0,R,1.0,R,2168.0,R,2168.0,A,,A,,A,,R,1.0,R,2168.0,R,2168.0
4306,385549,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,5595.0,R,5595.0,A,,A,,A,,R,1.0,R,5595.0,R,5595.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4307,385619,R,299.0,R,5270113.0,R,17626.0,R,14.0,R,233750.0,R,16696.0,R,313.0,R,5503863.0,R,17584.0,R,8.0,R,21000.0,R,2625.0,R,0.0,R,0.0,A,,R,8.0,R,21000.0,R,2625.0,R,111.0,R,1893835.0,R,17062.0,R,29.0,R,289016.0,R,9966.0,R,140.0,R,2182851.0,R,15592.0,R,14.0,R,15063.0,R,1076.0,R,1.0,R,750.0,R,750.0,R,15.0,R,15813.0,R,1054.0,R,226.0,R,4476039.0,R,19805.0,R,15.0,R,242426.0,R,16162.0,R,241.0,R,4718465.0,R,19579.0,R,8.0,R,25625.0,R,3203.0,R,2.0,R,3750.0,R,1875.0,R,10.0,R,29375.0,R,2938.0
4308,386153,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4309,386472,R,35.0,R,466305.0,R,13323.0,R,1.0,R,332.0,R,332.0,R,36.0,R,466637.0,R,12962.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,37.0,R,324033.0,R,8758.0,A,,A,,A,,R,37.0,R,324033.0,R,8758.0,R,3.0,R,7000.0,R,2333.0,A,,A,,A,,R,3.0,R,7000.0,R,2333.0,R,36.0,R,426703.0,R,11853.0,R,0.0,R,0.0,A,,R,36.0,R,426703.0,R,11853.0,R,3.0,R,5512.0,R,1837.0,R,0.0,R,0.0,A,,R,3.0,R,5512.0,R,1837.0
4310,387819,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4311,387925,R,7.0,R,48396.0,R,6914.0,A,,A,,A,,R,7.0,R,48396.0,R,6914.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,65139.0,R,10857.0,A,,A,,A,,R,6.0,R,65139.0,R,10857.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,7.0,R,55984.0,R,7998.0,A,,A,,A,,R,7.0,R,55984.0,R,7998.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4312,388043,R,15.0,R,119648.0,R,7977.0,A,,A,,A,,R,15.0,R,119648.0,R,7977.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,38.0,R,425271.0,R,11191.0,A,,A,,A,,R,38.0,R,425271.0,R,11191.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,51.0,R,475453.0,R,9323.0,A,,A,,A,,R,51.0,R,475453.0,R,9323.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4313,388520,R,16.0,R,39278.0,R,2455.0,A,,A,,A,,R,16.0,R,39278.0,R,2455.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,14.0,R,45101.0,R,3222.0,A,,A,,A,,R,14.0,R,45101.0,R,3222.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,7.0,R,24969.0,R,3567.0,A,,A,,A,,R,7.0,R,24969.0,R,3567.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4314,388663,R,1.0,R,2180.0,R,2180.0,A,,A,,A,,R,1.0,R,2180.0,R,2180.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,1307.0,R,1307.0,A,,A,,A,,R,1.0,R,1307.0,R,1307.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,2.0,R,3457.0,R,1729.0,A,,A,,A,,R,2.0,R,3457.0,R,1729.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4315,389727,R,49.0,R,525598.0,R,10726.0,A,,A,,A,,R,49.0,R,525598.0,R,10726.0,R,1.0,R,4000.0,R,4000.0,A,,A,,A,,R,1.0,R,4000.0,R,4000.0,R,37.0,R,325900.0,R,8808.0,A,,A,,A,,R,37.0,R,325900.0,R,8808.0,R,1.0,R,2461.0,R,2461.0,A,,A,,A,,R,1.0,R,2461.0,R,2461.0,R,75.0,R,928158.0,R,12375.0,A,,A,,A,,R,75.0,R,928158.0,R,12375.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4316,389860,R,3.0,R,22356.0,R,7452.0,A,,A,,A,,R,3.0,R,22356.0,R,7452.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,4.0,R,24906.0,R,6227.0,A,,A,,A,,R,4.0,R,24906.0,R,6227.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,4.0,R,35679.0,R,8920.0,A,,A,,A,,R,4.0,R,35679.0,R,8920.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4317,390701,R,60.0,R,459896.0,R,7665.0,R,1.0,R,3378.0,R,3378.0,R,61.0,R,463274.0,R,7595.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,1154.0,R,3243584.0,R,2811.0,R,13.0,R,153644.0,R,11819.0,R,1167.0,R,3397228.0,R,2911.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,1154.0,R,3243584.0,R,2811.0,R,13.0,R,153644.0,R,11819.0,R,1167.0,R,3397228.0,R,2911.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
4318,390905,R,9.0,R,64274.0,R,7142.0,A,,A,,A,,R,9.0,R,64274.0,R,7142.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,8.0,R,60241.0,R,7530.0,A,,A,,A,,R,8.0,R,60241.0,R,7530.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,5.0,R,38875.0,R,7775.0,A,,A,,A,,R,5.0,R,38875.0,R,7775.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4319,391005,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4320,391546,R,2.0,R,19471.0,R,9736.0,A,,A,,A,,R,2.0,R,19471.0,R,9736.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4321,391759,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4322,392257,R,72.0,R,740650.0,R,10287.0,A,,A,,A,,R,72.0,R,740650.0,R,10287.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,56.0,R,579487.0,R,10348.0,A,,A,,A,,R,56.0,R,579487.0,R,10348.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,66.0,R,158617.0,R,2403.0,A,,A,,A,,R,66.0,R,158617.0,R,2403.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4323,392354,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4324,392415,R,12.0,R,75986.0,R,6332.0,A,,A,,A,,R,12.0,R,75986.0,R,6332.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,9.0,R,77806.0,R,8645.0,A,,A,,A,,R,9.0,R,77806.0,R,8645.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,11.0,R,92179.0,R,8380.0,A,,A,,A,,R,11.0,R,92179.0,R,8380.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4325,392840,R,11.0,R,190054.0,R,17278.0,R,1.0,R,17576.0,R,17576.0,R,12.0,R,207630.0,R,17303.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,5.0,R,76770.0,R,15354.0,A,,A,,A,,R,5.0,R,76770.0,R,15354.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,10.0,R,174436.0,R,17444.0,A,,A,,A,,R,10.0,R,174436.0,R,17444.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4326,393524,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4327,393649,R,29.0,R,270372.0,R,9323.0,A,,A,,A,,R,29.0,R,270372.0,R,9323.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,51.0,R,1332882.0,R,26135.0,A,,A,,A,,R,51.0,R,1332882.0,R,26135.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,23.0,R,309900.0,R,13474.0,A,,A,,A,,R,23.0,R,309900.0,R,13474.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
4328,393861,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
