,UNITID,XUGPO9_N_1617,UGPO9_N_1617,XUGPO9_T_1617,UGPO9_T_1617,XUGPO9_A_1617,UGPO9_A_1617,XGPO9_N_1617,GPO9_N_1617,XGPO9_T_1617,GPO9_T_1617,XGPO9_A_1617,GPO9_A_1617,XPO9_N_1617,PO9_N_1617,XPO9_T_1617,PO9_T_1617,XPO9_A_1617,PO9_A_1617,XUGDOD_N_1617,UGDOD_N_1617,XUGDOD_T_1617,UGDOD_T_1617,XUGDOD_A_1617,UGDOD_A_1617,XGDOD_N_1617,GDOD_N_1617,XGDOD_T_1617,GDOD_T_1617,XGDOD_A_1617,GDOD_A_1617,XDOD_N_1617,DOD_N_1617,XDOD_T_1617,DOD_T_1617,XDOD_A_1617,DOD_A   _1617,XUGPO9_N_1415,UGPO9_N_1415,XUGPO9_T_1415,UGPO9_T_1415,XUGPO9_A_1415,UGPO9_A_1415,XGPO9_N_1415,GPO9_N_1415,XGPO9_T_1415,GPO9_T_1415,XGPO9_A_1415,GPO9_A_1415,XPO9_N_1415,PO9_N_1415,XPO9_T_1415,PO9_T_1415,XPO9_A_1415,PO9_A_1415,XUGDOD_N_1415,UGDOD_N_1415,XUGDOD_T_1415,UGDOD_T_1415,XUGDOD_A_1415,UGDOD_A_1415,XGDOD_N_1415,GDOD_N_1415,XGDOD_T_1415,GDOD_T_1415,XGDOD_A_1415,GDOD_A_1415,XDOD_N_1415,DOD_N_1415,XDOD_T_1415,DOD_T_1415,XDOD_A_1415,DOD_A   _1415,XUGPO9_N_1516,UGPO9_N_1516,XUGPO9_T_1516,UGPO9_T_1516,XUGPO9_A_1516,UGPO9_A_1516,XGPO9_N_1516,GPO9_N_1516,XGPO9_T_1516,GPO9_T_1516,XGPO9_A_1516,GPO9_A_1516,XPO9_N_1516,PO9_N_1516,XPO9_T_1516,PO9_T_1516,XPO9_A_1516,PO9_A_1516,XUGDOD_N_1516,UGDOD_N_1516,XUGDOD_T_1516,UGDOD_T_1516,XUGDOD_A_1516,UGDOD_A_1516,XGDOD_N_1516,GDOD_N_1516,XGDOD_T_1516,GDOD_T_1516,XGDOD_A_1516,GDOD_A_1516,XDOD_N_1516,DOD_N_1516,XDOD_T_1516,DOD_T_1516,XDOD_A_1516,DOD_A   _1516
41,101897,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
42,101912,R,20.0,R,223692.0,R,11185.0,R,1.0,R,3612.0,R,3612.0,R,21.0,R,227304.0,R,10824.0,R,5.0,R,15950.0,R,3190.0,R,1.0,R,1500.0,R,1500.0,R,6.0,R,17450.0,R,2908.0,R,26.0,R,329514.0,R,12674.0,R,0.0,R,0.0,A,,R,26.0,R,329514.0,R,12674.0,R,1.0,R,4500.0,R,4500.0,R,0.0,R,0.0,A,,R,1.0,R,4500.0,R,4500.0,R,30.0,R,332066.0,R,11069.0,R,1.0,R,7224.0,R,7224.0,R,31.0,R,339290.0,R,10945.0,R,1.0,R,4000.0,R,4000.0,R,0.0,R,0.0,A,,R,1.0,R,4000.0,R,4000.0
43,101949,R,18.0,R,42880.0,R,2382.0,A,,A,,A,,R,18.0,R,42880.0,R,2382.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,27.0,R,56067.0,R,2077.0,A,,A,,A,,R,27.0,R,56067.0,R,2077.0,R,38.0,R,97725.0,R,2572.0,A,,A,,A,,R,38.0,R,97725.0,R,2572.0,R,25.0,R,54480.0,R,2179.0,A,,A,,A,,R,25.0,R,54480.0,R,2179.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
44,101994,R,11.0,R,43185.0,R,3926.0,A,,A,,A,,R,11.0,R,43185.0,R,3926.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,8.0,R,14079.0,R,1760.0,A,,A,,A,,R,8.0,R,14079.0,R,1760.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,12.0,R,18047.0,R,1504.0,A,,A,,A,,R,12.0,R,18047.0,R,1504.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
45,102030,R,132.0,R,196097.0,R,1486.0,A,,A,,A,,R,132.0,R,196097.0,R,1486.0,R,8.0,R,9270.0,R,1159.0,A,,A,,A,,R,8.0,R,9270.0,R,1159.0,R,82.0,R,136161.0,R,1661.0,A,,A,,A,,R,82.0,R,136161.0,R,1661.0,R,6.0,R,5747.0,R,958.0,A,,A,,A,,R,6.0,R,5747.0,R,958.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
46,102049,R,58.0,R,937409.0,R,16162.0,R,36.0,R,558103.0,R,15503.0,R,94.0,R,1495512.0,R,15910.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,53.0,R,825018.0,R,15566.0,R,25.0,R,314195.0,R,12568.0,R,78.0,R,1139213.0,R,14605.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,55.0,R,877000.0,R,15945.0,R,43.0,R,563230.0,R,13098.0,R,98.0,R,1440230.0,R,14696.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
47,102058,R,6.0,R,12390.0,R,2065.0,R,0.0,R,0.0,A,,R,6.0,R,12390.0,R,2065.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,12.0,R,24349.0,R,2029.0,R,2.0,R,3158.0,R,1579.0,R,14.0,R,27507.0,R,1965.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,N,4.0,N,16487.0,N,4122.0,N,3.0,N,9430.0,N,3143.0,N,7.0,N,25917.0,N,3702.0,N,1.0,N,528.0,N,528.0,N,0.0,N,0.0,A,,N,1.0,N,528.0,N,528.0
48,102067,R,92.0,R,237580.0,R,2582.0,A,,A,,A,,R,92.0,R,237580.0,R,2582.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,126.0,R,330384.0,R,2622.0,A,,A,,A,,R,126.0,R,330384.0,R,2622.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,111.0,R,304053.0,R,2739.0,A,,A,,A,,R,111.0,R,304053.0,R,2739.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
49,102076,R,29.0,R,139884.0,R,4824.0,A,,A,,A,,R,29.0,R,139884.0,R,4824.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,37.0,R,144890.0,R,3916.0,A,,A,,A,,R,37.0,R,144890.0,R,3916.0,R,3.0,R,6310.0,R,2103.0,A,,A,,A,,R,3.0,R,6310.0,R,2103.0,R,36.0,R,139932.0,R,3887.0,A,,A,,A,,R,36.0,R,139932.0,R,3887.0,R,1.0,R,1750.0,R,1750.0,A,,A,,A,,R,1.0,R,1750.0,R,1750.0
50,102094,R,404.0,R,3468695.0,R,8586.0,R,114.0,R,1056809.0,R,9270.0,R,518.0,R,4525504.0,R,8736.0,R,20.0,R,49461.0,R,2473.0,R,8.0,R,16500.0,R,2063.0,R,28.0,R,65961.0,R,2356.0,R,399.0,R,3015567.0,R,7558.0,R,105.0,R,672585.0,R,6406.0,R,504.0,R,3688152.0,R,7318.0,R,27.0,R,77212.0,R,2860.0,R,14.0,R,25000.0,R,1786.0,R,41.0,R,102212.0,R,2493.0,R,407.0,R,3430885.0,R,8430.0,R,105.0,R,938989.0,R,8943.0,R,512.0,R,4369874.0,R,8535.0,R,19.0,R,43438.0,R,2286.0,R,13.0,R,32431.0,R,2495.0,R,32.0,R,75869.0,R,2371.0
51,102234,R,31.0,R,748073.0,R,24131.0,R,3.0,R,15141.0,R,5047.0,R,34.0,R,763214.0,R,22447.0,R,22.0,R,11475.0,R,522.0,R,18.0,R,42245.0,R,2347.0,R,40.0,R,53720.0,R,1343.0,R,20.0,R,119637.0,R,5982.0,R,0.0,R,0.0,A,,R,20.0,R,119637.0,R,5982.0,R,69.0,R,39608.0,R,574.0,R,13.0,R,14481.0,R,1114.0,R,82.0,R,54089.0,R,660.0,R,31.0,R,662176.0,R,21361.0,R,4.0,R,31678.0,R,7920.0,R,35.0,R,693854.0,R,19824.0,R,43.0,R,25738.0,R,599.0,R,28.0,R,72300.0,R,2582.0,R,71.0,R,98038.0,R,1381.0
52,102270,R,16.0,R,50483.0,R,3155.0,A,,A,,A,,R,16.0,R,50483.0,R,3155.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,14.0,R,124261.0,R,8876.0,A,,A,,A,,R,14.0,R,124261.0,R,8876.0,R,1.0,R,4500.0,R,4500.0,A,,A,,A,,R,1.0,R,4500.0,R,4500.0,R,11.0,R,59861.0,R,5442.0,A,,A,,A,,R,11.0,R,59861.0,R,5442.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
53,102298,R,7.0,R,45789.0,R,6541.0,A,,A,,A,,R,7.0,R,45789.0,R,6541.0,R,6.0,R,12374.0,R,2062.0,A,,A,,A,,R,6.0,R,12374.0,R,2062.0,R,10.0,R,97524.0,R,9752.0,A,,A,,A,,R,10.0,R,97524.0,R,9752.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,10.0,R,97524.0,R,9752.0,A,,A,,A,,R,10.0,R,97524.0,R,9752.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
54,102313,R,70.0,R,225607.0,R,3223.0,A,,A,,A,,R,70.0,R,225607.0,R,3223.0,R,6.0,R,7722.0,R,1287.0,A,,A,,A,,R,6.0,R,7722.0,R,1287.0,R,72.0,R,227544.0,R,3160.0,A,,A,,A,,R,72.0,R,227544.0,R,3160.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,62.0,R,190808.0,R,3078.0,A,,A,,A,,R,62.0,R,190808.0,R,3078.0,R,1.0,R,1035.0,R,1035.0,A,,A,,A,,R,1.0,R,1035.0,R,1035.0
55,102368,R,1132.0,R,6769071.0,R,5980.0,R,300.0,R,1557816.0,R,5193.0,R,1432.0,R,8326887.0,R,5815.0,R,1480.0,R,1340215.0,R,906.0,R,670.0,R,1300914.0,R,1942.0,R,2150.0,R,2641129.0,R,1228.0,R,1310.0,R,12816355.0,R,9783.0,R,325.0,R,3210075.0,R,9877.0,R,1635.0,R,16026430.0,R,9802.0,R,1373.0,R,1010140.0,R,736.0,R,9.0,R,5432.0,R,604.0,R,1382.0,R,1015572.0,R,735.0,R,1252.0,R,12231953.0,R,9770.0,R,312.0,R,3034350.0,R,9725.0,R,1564.0,R,15266303.0,R,9761.0,R,809.0,R,427476.0,R,528.0,R,2.0,R,1584.0,R,792.0,R,811.0,R,429060.0,R,529.0
56,102377,R,56.0,R,914973.0,R,16339.0,R,1.0,R,755.0,R,755.0,R,57.0,R,915728.0,R,16065.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,66.0,R,959873.0,R,14544.0,R,0.0,R,0.0,A,,R,66.0,R,959873.0,R,14544.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,46.0,R,715949.0,R,15564.0,R,0.0,R,0.0,A,,R,46.0,R,715949.0,R,15564.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
57,102395,R,28.0,R,142481.0,R,5089.0,R,12.0,R,66296.0,R,5525.0,R,40.0,R,208777.0,R,5219.0,R,49.0,R,104250.0,R,2128.0,R,8.0,R,15750.0,R,1969.0,R,57.0,R,120000.0,R,2105.0,R,16.0,R,71916.0,R,4495.0,R,21.0,R,150396.0,R,7162.0,R,37.0,R,222312.0,R,6008.0,R,33.0,R,69995.0,R,2121.0,R,1.0,R,750.0,R,750.0,R,34.0,R,70745.0,R,2081.0,R,20.0,R,123257.0,R,6163.0,R,20.0,R,123311.0,R,6166.0,R,40.0,R,246568.0,R,6164.0,R,42.0,R,76875.0,R,1830.0,R,3.0,R,5625.0,R,1875.0,R,45.0,R,82500.0,R,1833.0
58,102429,R,85.0,R,257509.0,R,3030.0,A,,A,,A,,R,85.0,R,257509.0,R,3030.0,R,1.0,R,351.0,R,351.0,A,,A,,A,,R,1.0,R,351.0,R,351.0,R,105.0,R,280967.0,R,2676.0,A,,A,,A,,R,105.0,R,280967.0,R,2676.0,R,6.0,R,5066.0,R,844.0,A,,A,,A,,R,6.0,R,5066.0,R,844.0,R,99.0,R,291074.0,R,2940.0,A,,A,,A,,R,99.0,R,291074.0,R,2940.0,R,1.0,R,805.0,R,805.0,A,,A,,A,,R,1.0,R,805.0,R,805.0
59,102553,R,1408.0,R,7269698.0,R,5163.0,R,67.0,R,517822.0,R,7729.0,R,1475.0,R,7787520.0,R,5280.0,R,238.0,R,272844.0,R,1146.0,R,8.0,R,29271.0,R,3659.0,R,246.0,R,302115.0,R,1228.0,R,1408.0,R,6358517.0,R,4516.0,R,61.0,R,432850.0,R,7096.0,R,1469.0,R,6791367.0,R,4623.0,R,374.0,R,370496.0,R,991.0,R,10.0,R,44574.0,R,4457.0,R,384.0,R,415070.0,R,1081.0,R,1437.0,R,7073870.0,R,4923.0,R,69.0,R,456791.0,R,6620.0,R,1506.0,R,7530661.0,R,5000.0,R,325.0,R,332812.0,R,1024.0,R,13.0,R,40687.0,R,3130.0,R,338.0,R,373499.0,R,1105.0
60,102580,R,4.0,R,40221.0,R,10055.0,A,,A,,A,,R,4.0,R,40221.0,R,10055.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,2.0,R,19050.0,R,9525.0,A,,A,,A,,R,2.0,R,19050.0,R,9525.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,2.0,R,9300.0,R,4650.0,A,,A,,A,,R,2.0,R,9300.0,R,4650.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
61,102614,R,619.0,R,3045976.0,R,4921.0,R,25.0,R,153499.0,R,6140.0,R,644.0,R,3199475.0,R,4968.0,R,183.0,R,238248.0,R,1302.0,R,8.0,R,12118.0,R,1515.0,R,191.0,R,250366.0,R,1311.0,R,594.0,R,2547060.0,R,4288.0,R,24.0,R,110908.0,R,4621.0,R,618.0,R,2657968.0,R,4301.0,R,242.0,R,281582.0,R,1164.0,R,6.0,R,14576.0,R,2429.0,R,248.0,R,296158.0,R,1194.0,R,624.0,R,2956405.0,R,4738.0,R,37.0,R,172822.0,R,4671.0,R,661.0,R,3129227.0,R,4734.0,R,257.0,R,302013.0,R,1175.0,R,9.0,R,13772.0,R,1530.0,R,266.0,R,315785.0,R,1187.0
62,102632,R,142.0,R,455838.0,R,3210.0,R,7.0,R,42807.0,R,6115.0,R,149.0,R,498645.0,R,3347.0,R,40.0,R,68528.0,R,1713.0,R,8.0,R,8250.0,R,1031.0,R,48.0,R,76778.0,R,1600.0,R,184.0,R,475406.0,R,2584.0,R,12.0,R,45354.0,R,3780.0,R,196.0,R,520760.0,R,2657.0,R,19.0,R,24099.0,R,1268.0,R,3.0,R,6000.0,R,2000.0,R,22.0,R,30099.0,R,1368.0,R,105.0,R,477548.0,R,4548.0,R,9.0,R,51233.0,R,5693.0,R,114.0,R,528781.0,R,4638.0,R,46.0,R,30805.0,R,670.0,R,4.0,R,16497.0,R,4124.0,R,50.0,R,47302.0,R,946.0
63,102669,R,23.0,R,289572.0,R,12590.0,R,15.0,R,157028.0,R,10469.0,R,38.0,R,446600.0,R,11753.0,R,0.0,R,0.0,A,,R,1.0,R,4500.0,R,4500.0,R,1.0,R,4500.0,R,4500.0,R,6.0,R,77005.0,R,12834.0,R,9.0,R,31654.0,R,3517.0,R,15.0,R,108659.0,R,7244.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,21.0,R,217287.0,R,10347.0,R,17.0,R,136915.0,R,8054.0,R,38.0,R,354202.0,R,9321.0,R,0.0,R,0.0,A,,R,1.0,R,3000.0,R,3000.0,R,1.0,R,3000.0,R,3000.0
64,102711,R,9.0,R,50026.0,R,5558.0,A,,A,,A,,R,9.0,R,50026.0,R,5558.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,9.0,R,40595.0,R,4511.0,A,,A,,A,,R,9.0,R,40595.0,R,4511.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,24738.0,R,4123.0,A,,A,,A,,R,6.0,R,24738.0,R,4123.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
65,102845,R,331.0,R,4351196.0,R,13146.0,R,1.0,R,1764.0,R,1764.0,R,332.0,R,4352960.0,R,13111.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,39.0,R,608540.0,R,15604.0,R,0.0,R,0.0,A,,R,39.0,R,608540.0,R,15604.0,R,15.0,R,54888.0,R,3659.0,R,0.0,R,0.0,A,,R,15.0,R,54888.0,R,3659.0,R,352.0,R,4840084.0,R,13750.0,R,3.0,R,78088.0,R,26029.0,R,355.0,R,4918172.0,R,13854.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
66,103501,R,65.0,R,441426.0,R,6791.0,A,,A,,A,,R,65.0,R,441426.0,R,6791.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,71.0,R,458978.0,R,6464.0,A,,A,,A,,R,71.0,R,458978.0,R,6464.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,67.0,R,466859.0,R,6968.0,A,,A,,A,,R,67.0,R,466859.0,R,6968.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
67,103741,R,2.0,R,29748.0,R,14874.0,A,,A,,A,,R,2.0,R,29748.0,R,14874.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,3.0,R,40700.0,R,13567.0,A,,A,,A,,R,3.0,R,40700.0,R,13567.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,7.0,R,86522.0,R,12360.0,A,,A,,A,,R,7.0,R,86522.0,R,12360.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
68,103778,A,,A,,A,,R,27.0,R,633913.0,R,23478.0,R,27.0,R,633913.0,R,23478.0,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,34.0,R,844665.0,R,24843.0,R,34.0,R,844665.0,R,24843.0,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,28.0,R,627594.0,R,22414.0,R,28.0,R,627594.0,R,22414.0,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
69,103811,R,32.0,R,229646.0,R,7176.0,A,,A,,A,,R,32.0,R,229646.0,R,7176.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,26.0,R,197526.0,R,7597.0,A,,A,,A,,R,26.0,R,197526.0,R,7597.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,48.0,R,298538.0,R,6220.0,A,,A,,A,,R,48.0,R,298538.0,R,6220.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
70,103893,R,26.0,R,213797.0,R,8223.0,A,,A,,A,,R,26.0,R,213797.0,R,8223.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,25.0,R,203122.0,R,8125.0,A,,A,,A,,R,25.0,R,203122.0,R,8125.0,R,1.0,R,462.0,R,462.0,A,,A,,A,,R,1.0,R,462.0,R,462.0,R,30.0,R,281435.0,R,9381.0,A,,A,,A,,R,30.0,R,281435.0,R,9381.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
71,103909,R,28.0,R,307380.0,R,10978.0,A,,A,,A,,R,28.0,R,307380.0,R,10978.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,37.0,R,287814.0,R,7779.0,A,,A,,A,,R,37.0,R,287814.0,R,7779.0,R,1.0,R,4000.0,R,4000.0,A,,A,,A,,R,1.0,R,4000.0,R,4000.0,R,40.0,R,480928.0,R,12023.0,A,,A,,A,,R,40.0,R,480928.0,R,12023.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
72,103927,R,60.0,R,139797.0,R,2330.0,A,,A,,A,,R,60.0,R,139797.0,R,2330.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,25.0,R,178597.0,R,7144.0,A,,A,,A,,R,25.0,R,178597.0,R,7144.0,R,1.0,R,1985.0,R,1985.0,A,,A,,A,,R,1.0,R,1985.0,R,1985.0,R,17.0,R,152043.0,R,8944.0,A,,A,,A,,R,17.0,R,152043.0,R,8944.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
73,103945,R,4.0,R,40898.0,R,10225.0,A,,A,,A,,R,4.0,R,40898.0,R,10225.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,8.0,R,108929.0,R,13616.0,A,,A,,A,,R,8.0,R,108929.0,R,13616.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,7.0,R,67694.0,R,9671.0,A,,A,,A,,R,7.0,R,67694.0,R,9671.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
74,103954,R,3.0,R,28500.0,R,9500.0,A,,A,,A,,R,3.0,R,28500.0,R,9500.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
75,103963,R,249.0,R,1803332.0,R,7242.0,A,,A,,A,,R,249.0,R,1803332.0,R,7242.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,224.0,R,3821413.0,R,17060.0,A,,A,,A,,R,224.0,R,3821413.0,R,17060.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,292.0,R,5098325.0,R,17460.0,A,,A,,A,,R,292.0,R,5098325.0,R,17460.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
76,104090,R,63.0,R,1001797.0,R,15902.0,R,0.0,R,0.0,A,,R,63.0,R,1001797.0,R,15902.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,61.0,R,638887.0,R,10474.0,R,0.0,R,0.0,A,,R,61.0,R,638887.0,R,10474.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,65.0,R,616697.0,R,9488.0,R,0.0,R,0.0,A,,R,65.0,R,616697.0,R,9488.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
77,104151,R,1316.0,R,11836256.0,R,8994.0,R,204.0,R,3149295.0,R,15438.0,R,1520.0,R,14985551.0,R,9859.0,R,97.0,R,331303.0,R,3415.0,R,7.0,R,27683.0,R,3955.0,R,104.0,R,358986.0,R,3452.0,R,1370.0,R,12676003.0,R,9253.0,R,257.0,R,3241448.0,R,12613.0,R,1627.0,R,15917451.0,R,9783.0,R,56.0,R,101000.0,R,1804.0,R,5.0,R,9250.0,R,1850.0,R,61.0,R,110250.0,R,1807.0,R,1412.0,R,11538270.0,R,8172.0,R,236.0,R,3708322.0,R,15713.0,R,1648.0,R,15246592.0,R,9252.0,R,57.0,R,130000.0,R,2281.0,R,7.0,R,20110.0,R,2873.0,R,64.0,R,150110.0,R,2345.0
78,104160,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,16.0,R,1940.0,R,121.0,A,,A,,A,,R,16.0,R,1940.0,R,121.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,258.0,R,43.0,A,,A,,A,,R,6.0,R,258.0,R,43.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
79,104179,R,979.0,R,10085009.0,R,10301.0,R,275.0,R,3453598.0,R,12559.0,R,1254.0,R,13538607.0,R,10796.0,R,69.0,R,175144.0,R,2538.0,R,42.0,R,151512.0,R,3607.0,R,111.0,R,326656.0,R,2943.0,R,776.0,R,7790820.0,R,10040.0,R,132.0,R,1455892.0,R,11029.0,R,908.0,R,9246712.0,R,10184.0,R,32.0,R,88674.0,R,2771.0,R,1.0,R,750.0,R,750.0,R,33.0,R,89424.0,R,2710.0,R,878.0,R,9162110.0,R,10435.0,R,218.0,R,2066238.0,R,9478.0,R,1096.0,R,11228348.0,R,10245.0,R,55.0,R,123500.0,R,2245.0,R,30.0,R,79121.0,R,2637.0,R,85.0,R,202621.0,R,2384.0
80,104188,R,7.0,R,80304.0,R,11472.0,R,0.0,R,0.0,A,,R,7.0,R,80304.0,R,11472.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,9.0,R,70310.0,R,7812.0,R,0.0,R,0.0,A,,R,9.0,R,70310.0,R,7812.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,6.0,R,51504.0,R,8584.0,R,0.0,R,0.0,A,,R,6.0,R,51504.0,R,8584.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
81,104346,R,172.0,R,161682.0,R,940.0,A,,A,,A,,R,172.0,R,161682.0,R,940.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,192.0,R,270000.0,R,1406.0,A,,A,,A,,R,192.0,R,270000.0,R,1406.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,144.0,R,272488.0,R,1892.0,A,,A,,A,,R,144.0,R,272488.0,R,1892.0,R,2.0,R,2132.0,R,1066.0,A,,A,,A,,R,2.0,R,2132.0,R,1066.0
82,104364,N,9.0,N,115495.0,N,12833.0,A,,A,,A,,N,9.0,N,115495.0,N,12833.0,N,0.0,N,0.0,A,,A,,A,,A,,N,0.0,N,0.0,A,,R,99.0,R,1089755.0,R,11008.0,A,,A,,A,,R,99.0,R,1089755.0,R,11008.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,54.0,R,715087.0,R,13242.0,A,,A,,A,,R,54.0,R,715087.0,R,13242.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
